account_id,customer_id,branch_id,account_type,open_date,status
ACC000489,CUST00142,BR006,chequing,2024-12-15,active
ACC000490,CUST00775,BR005,savings,2025-07-23,active
ACC000491,CUST00582,BR008,chequing,2023-04-13,active
ACC000492,CUST00862,BR009,savings,2025-03-21,active
ACC000493,CUST01116,BR011,savings,2025-10-13,active
ACC000494,CUST01173,BR008,credit,2025-07-10,closed
ACC000495,CUST01813,BR002,savings,2024-02-17,active
ACC000496,CUST00712,BR007,credit,2023-03-11,active
ACC000497,CUST00678,BR001,chequing,2025-04-12,active
ACC000498,CUST00645,BR012,chequing,2025-08-21,active
ACC000499,CUST01206,BR012,savings,2024-07-11,active
ACC000500,CUST01263,BR003,savings,2025-06-22,active
ACC000501,CUST01808,BR011,credit,2025-01-03,active
ACC000502,CUST01426,BR007,chequing,2024-10-19,active
ACC000503,CUST01423,BR006,credit,2025-08-12,active
ACC000504,CUST00368,BR006,savings,2023-08-14,active
ACC000505,CUST00330,BR008,savings,2024-02-27,active
ACC000506,CUST00481,BR002,savings,2024-08-16,closed
ACC000507,CUST01272,BR014,credit,2024-11-17,active
ACC000508,CUST00715,BR015,savings,2025-04-27,active
ACC000509,CUST00508,BR005,savings,2024-06-20,closed
ACC000510,CUST01930,BR015,savings,2024-03-29,active
ACC000511,CUST00528,BR013,chequing,2024-09-17,active
ACC000512,CUST00811,BR010,credit,2024-05-15,active
ACC000513,CUST00497,BR014,credit,2024-06-13,active
ACC000514,CUST00924,BR005,chequing,2024-07-06,closed
ACC000515,CUST00541,BR001,credit,2023-12-17,active
ACC000516,CUST00098,BR010,savings,2025-10-22,active
ACC000517,CUST01240,BR012,savings,2024-03-23,dormant
ACC000518,CUST01371,BR014,credit,2025-12-05,active
ACC000519,CUST01913,BR005,chequing,2024-05-25,active
ACC000520,CUST01982,BR001,credit,2025-07-01,active
ACC000521,CUST01416,BR003,chequing,2025-09-07,active
ACC000522,CUST00981,BR006,savings,2025-11-28,active
ACC000523,CUST00588,BR011,credit,2025-04-25,active
ACC000524,CUST00968,BR013,credit,2023-09-28,closed
ACC000525,CUST00258,BR001,chequing,2023-01-21,active
ACC000526,CUST00570,BR010,savings,2024-09-15,active
ACC000527,CUST00132,BR003,credit,2024-04-02,active
ACC000528,CUST01686,BR001,chequing,2024-12-29,active
ACC000529,CUST01595,BR002,chequing,2025-08-03,active
ACC000530,CUST00806,BR014,savings,2025-12-18,active
ACC000531,CUST00803,BR004,savings,2024-11-21,active
ACC000532,CUST01720,BR008,chequing,2025-05-31,dormant
ACC000533,CUST00162,BR015,credit,2024-03-23,closed
ACC000534,CUST00535,BR012,savings,2024-09-03,active
ACC000535,CUST01425,BR006,savings,2025-03-05,active
ACC000536,CUST00149,BR004,credit,2025-01-29,active
ACC000537,CUST00420,BR005,chequing,2024-01-26,active
ACC000538,CUST00323,BR015,credit,2023-10-05,active
ACC000539,CUST00510,BR004,savings,2025-07-25,active
ACC000540,CUST00543,BR007,chequing,2023-08-09,active
ACC000541,CUST00476,BR011,savings,2025-05-01,active
ACC000542,CUST01420,BR011,credit,2025-03-22,active
ACC000543,CUST01107,BR014,chequing,2023-03-08,active
ACC000544,CUST01847,BR011,savings,2023-10-16,active
ACC000545,CUST00575,BR007,credit,2023-04-13,active
ACC000546,CUST01649,BR011,chequing,2025-09-24,active
ACC000547,CUST00586,BR002,savings,2024-06-23,active
ACC000548,CUST00077,BR005,chequing,2024-10-14,active
ACC000549,CUST00468,BR009,savings,2023-04-07,active
ACC000550,CUST01670,BR009,credit,2024-07-28,active
ACC000551,CUST00693,BR003,savings,2024-11-20,active
ACC000552,CUST01544,BR015,chequing,2024-02-12,active
ACC000553,CUST01066,BR003,credit,2024-04-23,active
ACC000554,CUST00034,BR003,savings,2025-04-01,active
ACC000555,CUST00221,BR004,chequing,2023-01-21,active
ACC000556,CUST00450,BR004,savings,2025-04-16,active
ACC000557,CUST00139,BR012,credit,2023-09-09,active
ACC000558,CUST00877,BR013,savings,2025-01-17,closed
ACC000559,CUST00022,BR008,savings,2023-10-18,active
ACC000560,CUST01249,BR010,savings,2024-10-07,active
ACC000561,CUST01533,BR001,chequing,2024-07-23,active
ACC000562,CUST00432,BR001,chequing,2023-12-21,closed
ACC000563,CUST01505,BR010,credit,2024-06-13,active
ACC000564,CUST00350,BR004,chequing,2024-03-19,active
ACC000565,CUST01880,BR013,chequing,2023-04-06,active
ACC000566,CUST00607,BR008,chequing,2023-02-03,active
ACC000567,CUST01470,BR003,chequing,2023-09-29,active
ACC000568,CUST01805,BR006,chequing,2025-06-18,active
ACC000569,CUST01480,BR007,savings,2025-08-05,active
ACC000570,CUST01963,BR002,savings,2025-10-11,active
ACC000571,CUST00534,BR007,chequing,2024-01-10,closed
ACC000572,CUST00103,BR007,savings,2024-04-10,active
ACC000573,CUST01886,BR008,chequing,2025-08-18,active
ACC000574,CUST00696,BR009,chequing,2024-01-04,active
ACC000575,CUST01227,BR001,credit,2024-12-03,active
ACC000576,CUST01553,BR009,savings,2024-06-05,closed
ACC000577,CUST01485,BR012,chequing,2024-05-21,active
ACC000578,CUST01285,BR004,savings,2023-06-06,active
ACC000579,CUST00205,BR003,chequing,2023-06-26,dormant
ACC000580,CUST00245,BR009,savings,2025-11-17,active
ACC000581,CUST01428,BR006,credit,2025-05-01,active
ACC000582,CUST01522,BR010,chequing,2023-06-01,active
ACC000583,CUST00102,BR014,savings,2024-08-19,active
ACC000584,CUST01635,BR011,chequing,2023-11-06,active
ACC000585,CUST01204,BR010,credit,2024-05-30,active
ACC000586,CUST00365,BR010,savings,2023-08-13,active
ACC000587,CUST00354,BR003,chequing,2025-10-05,closed
ACC000588,CUST01533,BR005,chequing,2024-03-27,active
ACC000589,CUST00373,BR003,chequing,2025-01-08,closed
ACC000590,CUST00307,BR003,chequing,2025-02-08,active
ACC000591,CUST01391,BR006,credit,2024-06-17,active
ACC000592,CUST01324,BR007,chequing,2024-02-04,active
ACC000593,CUST00004,BR012,credit,2024-02-05,active
ACC000594,CUST00594,BR005,savings,2025-06-25,closed
ACC000595,CUST01708,BR001,savings,2025-10-25,active
ACC000596,CUST01023,BR009,credit,2024-11-08,active
ACC000597,CUST00952,BR001,chequing,2023-01-22,closed
ACC000598,CUST01258,BR011,savings,2025-11-05,active
ACC000599,CUST00147,BR010,savings,2024-01-24,active
ACC000600,CUST00918,BR008,savings,2024-01-08,active
ACC000601,CUST01300,BR011,chequing,2023-11-24,closed
ACC000602,CUST01225,BR012,savings,2025-04-28,active
ACC000603,CUST00379,BR008,savings,2025-08-29,active
ACC000604,CUST00350,BR003,savings,2023-11-11,active
ACC000605,CUST00165,BR015,savings,2024-12-16,active
ACC000606,CUST00291,BR013,credit,2023-10-02,active
ACC000607,CUST00756,BR010,credit,2023-11-19,active
ACC000608,CUST00586,BR002,chequing,2024-10-22,closed
ACC000609,CUST01956,BR015,savings,2024-03-23,active
ACC000610,CUST01212,BR006,savings,2025-04-03,active
ACC000611,CUST00501,BR008,credit,2023-11-12,active
ACC000612,CUST00353,BR014,credit,2024-08-30,active
ACC000613,CUST01954,BR003,chequing,2025-06-02,active
ACC000614,CUST00687,BR011,savings,2025-11-19,active
ACC000615,CUST01370,BR009,savings,2023-07-18,active
ACC000616,CUST01483,BR002,chequing,2023-03-24,active
ACC000617,CUST01176,BR009,chequing,2023-11-18,active
ACC000618,CUST01316,BR002,chequing,2023-11-07,active
ACC000619,CUST01698,BR003,chequing,2025-02-01,active
ACC000620,CUST01048,BR011,chequing,2025-02-01,active
ACC000621,CUST01782,BR007,credit,2025-05-04,active
ACC000622,CUST00823,BR005,chequing,2023-08-01,active
ACC000623,CUST00225,BR009,savings,2024-06-20,active
ACC000624,CUST00120,BR007,savings,2024-09-17,active
ACC000625,CUST01715,BR014,credit,2023-01-02,active
ACC000626,CUST00796,BR003,credit,2025-10-26,closed
ACC000627,CUST01020,BR008,credit,2025-12-10,active
ACC000628,CUST01704,BR006,credit,2024-11-01,active
ACC000629,CUST01966,BR007,credit,2025-04-02,active
ACC000630,CUST01783,BR007,credit,2024-09-28,active
ACC000631,CUST00244,BR010,savings,2023-09-22,active
ACC000632,CUST01349,BR003,chequing,2023-10-16,active
ACC000633,CUST00894,BR013,chequing,2024-01-02,active
ACC000634,CUST00375,BR001,savings,2023-05-11,active
ACC000635,CUST00335,BR010,savings,2025-12-25,active
ACC000636,CUST01992,BR002,savings,2025-09-21,closed
ACC000637,CUST01879,BR015,credit,2023-08-18,active
ACC000638,CUST01767,BR010,savings,2023-11-11,active
ACC000639,CUST00833,BR010,credit,2024-07-22,active
ACC000640,CUST01079,BR002,credit,2023-11-26,active
ACC000641,CUST00408,BR002,credit,2023-02-10,active
ACC000642,CUST01793,BR007,savings,2025-04-19,active
ACC000643,CUST01410,BR012,chequing,2023-01-05,active
ACC000644,CUST00713,BR015,chequing,2023-11-27,active
ACC000645,CUST00397,BR009,savings,2024-01-22,closed
ACC000646,CUST00008,BR006,credit,2023-04-06,active
ACC000647,CUST00368,BR005,chequing,2025-12-20,closed
ACC000648,CUST01127,BR012,chequing,2024-12-28,active
ACC000649,CUST00332,BR015,savings,2023-12-17,active
ACC000650,CUST01157,BR013,credit,2023-05-08,active
ACC000651,CUST00816,BR009,credit,2025-06-04,active
ACC000652,CUST00937,BR013,savings,2024-05-14,closed
ACC000653,CUST00364,BR014,credit,2024-02-28,closed
ACC000654,CUST01028,BR010,savings,2024-02-22,active
ACC000655,CUST00991,BR007,credit,2023-06-20,active
ACC000656,CUST01301,BR002,credit,2025-04-04,active
ACC000657,CUST00932,BR002,chequing,2025-06-07,active
ACC000658,CUST01977,BR013,chequing,2023-01-02,dormant
ACC000659,CUST00389,BR003,credit,2025-11-01,active
ACC000660,CUST00412,BR015,chequing,2023-11-09,active
ACC000661,CUST01108,BR014,credit,2024-04-03,active
ACC000662,CUST00383,BR008,credit,2023-05-10,active
ACC000663,CUST00667,BR012,credit,2023-02-10,active
ACC000664,CUST01835,BR008,savings,2025-02-28,active
ACC000665,CUST00089,BR007,credit,2025-01-28,active
ACC000666,CUST00343,BR001,credit,2025-12-06,active
ACC000667,CUST01340,BR014,savings,2024-05-21,active
ACC000668,CUST01273,BR003,savings,2025-06-29,dormant
ACC000669,CUST00240,BR008,credit,2023-08-15,active
ACC000670,CUST01216,BR007,credit,2025-12-28,active
ACC000671,CUST01109,BR012,savings,2024-12-17,active
ACC000672,CUST00365,BR012,credit,2023-02-04,dormant
ACC000673,CUST01684,BR012,chequing,2025-03-11,active
ACC000674,CUST01426,BR014,savings,2025-12-29,active
ACC000675,CUST00350,BR010,savings,2023-07-12,active
ACC000676,CUST00918,BR004,savings,2025-11-04,active
ACC000677,CUST01825,BR003,savings,2024-10-29,active
ACC000678,CUST00559,BR011,savings,2023-01-19,active
ACC000679,CUST01512,BR005,chequing,2023-02-16,active
ACC000680,CUST01285,BR008,chequing,2025-04-23,active
ACC000681,CUST00624,BR002,savings,2025-03-22,active
ACC000682,CUST01152,BR001,credit,2025-07-25,active
ACC000683,CUST01393,BR008,savings,2024-12-21,active
ACC000684,CUST01743,BR010,savings,2025-04-10,active
ACC000685,CUST01953,BR009,chequing,2025-10-29,active
ACC000686,CUST00231,BR007,savings,2024-05-11,active
ACC000687,CUST00939,BR009,credit,2024-12-04,active
ACC000688,CUST01502,BR010,credit,2025-12-28,active
ACC000689,CUST00780,BR005,credit,2025-12-29,active
ACC000690,CUST00594,BR006,chequing,2023-12-08,active
ACC000691,CUST01055,BR013,savings,2023-01-21,active
ACC000692,CUST00351,BR002,chequing,2023-12-02,active
ACC000693,CUST01969,BR008,chequing,2025-03-23,active
ACC000694,CUST01133,BR010,chequing,2023-02-07,active
ACC000695,CUST00367,BR005,credit,2024-06-01,active
ACC000696,CUST00214,BR013,chequing,2023-01-02,active
ACC000697,CUST01106,BR010,credit,2024-01-25,closed
ACC000698,CUST01648,BR001,savings,2025-09-15,active
ACC000699,CUST01669,BR009,credit,2024-04-30,active
ACC000700,CUST01510,BR008,savings,2023-08-06,active
ACC000701,CUST00852,BR014,chequing,2023-01-30,active
ACC000702,CUST01967,BR008,savings,2023-01-27,active
ACC000703,CUST00436,BR001,credit,2024-12-07,active
ACC000704,CUST01557,BR011,savings,2023-07-28,active
ACC000705,CUST01781,BR013,credit,2024-12-29,active
ACC000706,CUST00036,BR015,savings,2025-03-04,active
ACC000707,CUST01143,BR005,credit,2024-01-28,active
ACC000708,CUST01109,BR011,savings,2025-06-03,active
ACC000709,CUST00107,BR009,savings,2023-02-09,active
ACC000710,CUST01088,BR008,chequing,2025-04-28,closed
ACC000711,CUST01646,BR001,chequing,2023-08-20,active
ACC000712,CUST00418,BR007,savings,2023-09-09,active
ACC000713,CUST00556,BR015,savings,2024-09-12,closed
ACC000714,CUST00517,BR003,credit,2023-03-30,active
ACC000715,CUST00562,BR011,savings,2025-05-14,active
ACC000716,CUST01903,BR007,savings,2023-12-04,active
ACC000717,CUST00080,BR007,chequing,2023-09-16,active
ACC000718,CUST01865,BR006,credit,2025-06-12,closed
ACC000719,CUST00281,BR006,savings,2024-01-01,active
ACC000720,CUST01752,BR003,chequing,2023-01-17,active
ACC000721,CUST00442,BR015,credit,2024-08-26,active
ACC000722,CUST00061,BR005,savings,2024-09-21,active
ACC000723,CUST00797,BR005,credit,2024-08-13,active
ACC000724,CUST00667,BR006,credit,2024-04-01,active
ACC000725,CUST00669,BR003,chequing,2024-04-19,active
ACC000726,CUST00641,BR001,savings,2023-06-17,dormant
ACC000727,CUST00589,BR006,credit,2024-12-13,active
ACC000728,CUST00341,BR012,credit,2023-04-26,active
ACC000729,CUST00511,BR007,chequing,2024-01-14,closed
ACC000730,CUST01906,BR014,chequing,2025-08-25,active
ACC000731,CUST01595,BR011,chequing,2025-08-06,active
ACC000732,CUST00872,BR013,savings,2024-05-19,active
ACC000733,CUST01139,BR006,credit,2024-10-19,active
ACC000734,CUST00351,BR003,credit,2024-09-17,active
ACC000735,CUST01724,BR006,chequing,2024-10-02,active
ACC000736,CUST00237,BR009,savings,2025-09-28,active
ACC000737,CUST00173,BR008,chequing,2023-04-23,active
ACC000738,CUST00107,BR009,credit,2023-04-07,active
ACC000739,CUST01228,BR002,savings,2025-07-06,active
ACC000740,CUST00552,BR008,chequing,2025-01-19,active
ACC000741,CUST00731,BR013,chequing,2024-09-01,active
ACC000742,CUST01084,BR012,credit,2024-08-28,active
ACC000743,CUST01617,BR014,savings,2023-09-01,active
ACC000744,CUST00615,BR012,credit,2025-07-29,active
ACC000745,CUST00593,BR014,credit,2024-02-21,active
ACC000746,CUST00474,BR008,credit,2025-12-30,active
ACC000747,CUST00400,BR002,credit,2024-03-21,active
ACC000748,CUST01790,BR013,chequing,2024-02-16,active
ACC000749,CUST01320,BR009,credit,2024-01-09,active
ACC000750,CUST00077,BR009,savings,2025-11-02,active
ACC000751,CUST00359,BR013,credit,2023-05-20,active
ACC000752,CUST00357,BR008,credit,2025-08-31,active
ACC000753,CUST00585,BR014,credit,2025-06-09,active
ACC000754,CUST01402,BR002,savings,2024-01-07,active
ACC000755,CUST01417,BR005,savings,2024-10-31,active
ACC000756,CUST00436,BR015,savings,2024-04-08,active
ACC000757,CUST01651,BR013,credit,2023-04-13,active
ACC000758,CUST01157,BR014,chequing,2024-12-30,active
ACC000759,CUST00980,BR004,savings,2024-07-25,closed
ACC000760,CUST01017,BR002,credit,2025-09-08,active
ACC000761,CUST00776,BR015,chequing,2025-03-25,active
ACC000762,CUST00134,BR005,chequing,2024-03-05,active
ACC000763,CUST00280,BR010,credit,2024-06-10,closed
ACC000764,CUST01289,BR013,savings,2024-06-20,dormant
ACC000765,CUST00700,BR001,credit,2023-03-01,active
ACC000766,CUST00230,BR001,credit,2024-11-27,active
ACC000767,CUST01183,BR001,credit,2024-04-24,active
ACC000768,CUST01401,BR012,savings,2023-12-02,active
ACC000769,CUST00175,BR009,credit,2025-04-18,active
ACC000770,CUST00595,BR015,savings,2023-12-15,active
ACC000771,CUST00799,BR005,credit,2025-11-19,active
ACC000772,CUST00610,BR010,credit,2025-07-26,active
ACC000773,CUST00898,BR003,credit,2025-01-29,active
ACC000774,CUST01823,BR008,savings,2024-12-14,active
ACC000775,CUST00259,BR009,credit,2023-08-16,active
ACC000776,CUST00106,BR003,chequing,2023-05-27,active
ACC000777,CUST01196,BR008,credit,2023-06-01,active
ACC000778,CUST00613,BR009,credit,2024-01-20,active
ACC000779,CUST01859,BR014,savings,2023-06-17,active
ACC000780,CUST01897,BR006,credit,2025-12-19,active
ACC000781,CUST01978,BR005,savings,2023-07-22,active
ACC000782,CUST01628,BR015,chequing,2025-05-21,active
ACC000783,CUST01790,BR003,credit,2025-03-12,dormant
ACC000784,CUST00215,BR002,chequing,2024-03-21,active
ACC000785,CUST00430,BR009,credit,2024-11-30,active
ACC000786,CUST01739,BR009,chequing,2023-06-17,active
ACC000787,CUST01249,BR008,credit,2023-06-13,active
ACC000788,CUST01877,BR006,credit,2023-01-24,closed
ACC000789,CUST00047,BR012,credit,2023-12-08,active
ACC000790,CUST00912,BR008,credit,2023-04-07,active
ACC000791,CUST00303,BR009,savings,2025-05-16,active
ACC000792,CUST00453,BR014,savings,2023-07-03,active
ACC000793,CUST01346,BR006,credit,2025-10-30,active
ACC000794,CUST00043,BR013,credit,2025-08-09,dormant
ACC000795,CUST00025,BR013,credit,2024-10-14,active
ACC000796,CUST01379,BR007,chequing,2023-09-06,active
ACC000797,CUST00494,BR013,credit,2023-06-13,active
ACC000798,CUST01964,BR014,credit,2023-09-15,closed
ACC000799,CUST00972,BR005,chequing,2024-10-07,active
ACC000800,CUST00499,BR012,savings,2023-03-28,active
ACC000801,CUST01414,BR009,savings,2025-12-31,active
ACC000802,CUST01753,BR009,credit,2023-09-09,active
ACC000803,CUST00672,BR001,chequing,2024-09-05,active
ACC000804,CUST00945,BR004,savings,2023-05-23,closed
ACC000805,CUST01911,BR012,credit,2025-10-13,active
ACC000806,CUST01552,BR007,chequing,2025-06-19,active
ACC000807,CUST01414,BR006,credit,2025-04-01,active
ACC000808,CUST00429,BR006,chequing,2023-05-04,active
ACC000809,CUST01284,BR006,credit,2024-10-20,dormant
ACC000810,CUST01539,BR014,savings,2023-07-05,active
ACC000811,CUST01958,BR005,savings,2024-05-19,active
ACC000812,CUST00685,BR014,savings,2025-02-08,active
ACC000813,CUST00999,BR010,chequing,2025-01-01,active
ACC000814,CUST01797,BR002,chequing,2025-02-16,active
ACC000815,CUST00805,BR011,credit,2023-03-29,active
ACC000816,CUST01717,BR009,chequing,2025-08-23,active
ACC000817,CUST00936,BR001,chequing,2025-05-13,dormant
ACC000818,CUST01332,BR007,savings,2023-01-10,active
ACC000819,CUST00511,BR005,chequing,2025-12-03,active
ACC000820,CUST01654,BR005,savings,2023-05-21,active
ACC000821,CUST01399,BR007,chequing,2023-03-13,closed
ACC000822,CUST01277,BR012,savings,2024-10-24,active
ACC000823,CUST00420,BR006,credit,2024-09-05,active
ACC000824,CUST00544,BR001,savings,2023-09-12,active
ACC000825,CUST01371,BR009,credit,2023-01-03,active
ACC000826,CUST00439,BR001,savings,2023-10-20,active
ACC000827,CUST00428,BR007,chequing,2025-11-08,closed
ACC000828,CUST00540,BR011,savings,2024-07-08,active
ACC000829,CUST01084,BR013,credit,2024-04-15,active
ACC000830,CUST01627,BR004,chequing,2025-04-23,active
ACC000831,CUST00092,BR007,savings,2025-04-03,active
ACC000832,CUST01549,BR014,credit,2023-01-08,active
ACC000833,CUST00355,BR009,credit,2024-07-23,closed
ACC000834,CUST01043,BR008,savings,2024-10-17,active
ACC000835,CUST00719,BR002,credit,2024-04-30,active
ACC000836,CUST01571,BR006,credit,2025-07-18,active
ACC000837,CUST01006,BR002,savings,2024-06-28,closed
ACC000838,CUST00044,BR011,savings,2023-09-03,active
ACC000839,CUST01552,BR007,savings,2023-03-13,active
ACC000840,CUST01940,BR004,credit,2025-10-28,active
ACC000841,CUST01846,BR002,credit,2025-10-07,active
ACC000842,CUST00963,BR008,credit,2025-01-05,dormant
ACC000843,CUST00456,BR012,chequing,2024-03-15,active
ACC000844,CUST01559,BR008,savings,2023-01-29,active
ACC000845,CUST00194,BR004,credit,2023-01-18,active
ACC000846,CUST01276,BR015,chequing,2024-12-15,active
ACC000847,CUST01692,BR011,savings,2023-02-17,active
ACC000848,CUST00262,BR007,chequing,2024-12-15,active
ACC000849,CUST00342,BR001,savings,2023-05-19,active
ACC000850,CUST00349,BR014,chequing,2023-06-24,active
ACC000851,CUST01484,BR011,savings,2025-07-11,active
ACC000852,CUST00015,BR005,savings,2023-05-16,active
ACC000853,CUST01449,BR012,savings,2024-07-11,active
ACC000854,CUST00441,BR003,savings,2025-01-30,dormant
ACC000855,CUST00492,BR014,credit,2023-06-04,active
ACC000856,CUST00989,BR012,credit,2024-09-25,active
ACC000857,CUST01300,BR015,chequing,2023-10-23,active
ACC000858,CUST01115,BR008,chequing,2025-08-30,active
ACC000859,CUST00799,BR005,credit,2025-04-13,active
ACC000860,CUST00364,BR006,chequing,2025-10-12,active
ACC000861,CUST01625,BR003,chequing,2024-08-16,active
ACC000862,CUST01705,BR015,credit,2024-03-14,active
ACC000863,CUST00205,BR002,credit,2023-04-16,active
ACC000864,CUST00626,BR007,credit,2025-06-02,active
ACC000865,CUST00782,BR004,chequing,2025-08-30,active
ACC000866,CUST01119,BR007,savings,2023-12-14,active
ACC000867,CUST01905,BR003,chequing,2023-03-07,active
ACC000868,CUST01597,BR013,chequing,2025-03-11,closed
ACC000869,CUST00849,BR012,chequing,2023-05-24,active
ACC000870,CUST00403,BR007,credit,2023-03-05,active
ACC000871,CUST00953,BR008,credit,2024-10-03,active
ACC000872,CUST00197,BR008,chequing,2023-10-07,active
ACC000873,CUST01635,BR010,chequing,2023-02-23,active
ACC000874,CUST00443,BR010,savings,2023-07-03,active
ACC000875,CUST01595,BR001,credit,2025-07-13,active
ACC000876,CUST00192,BR002,chequing,2025-02-18,active
ACC000877,CUST01523,BR009,savings,2023-06-04,active
ACC000878,CUST01016,BR003,chequing,2023-09-03,active
ACC000879,CUST01687,BR005,savings,2024-07-26,active
ACC000880,CUST01623,BR002,savings,2023-08-16,active
ACC000881,CUST01121,BR013,chequing,2025-08-28,active
ACC000882,CUST00932,BR005,savings,2024-05-16,active
ACC000883,CUST00297,BR014,chequing,2024-09-09,active
ACC000884,CUST01611,BR015,chequing,2024-01-12,active
ACC000885,CUST00191,BR011,savings,2023-02-01,active
ACC000886,CUST00371,BR004,credit,2024-07-06,active
ACC000887,CUST00291,BR012,credit,2023-02-04,active
ACC000888,CUST00625,BR012,savings,2025-08-29,closed
ACC000889,CUST00770,BR010,chequing,2024-03-02,active
ACC000890,CUST00862,BR011,credit,2024-12-24,active
ACC000891,CUST00461,BR015,chequing,2025-08-21,active
ACC000892,CUST01335,BR008,credit,2024-09-06,active
ACC000893,CUST00050,BR011,chequing,2024-07-07,closed
ACC000894,CUST01695,BR012,savings,2024-12-19,active
ACC000895,CUST00076,BR003,chequing,2023-08-06,active
ACC000896,CUST00227,BR006,credit,2023-07-06,active
ACC000897,CUST00881,BR009,savings,2024-08-07,active
ACC000898,CUST01644,BR009,savings,2024-06-06,active
ACC000899,CUST00877,BR013,credit,2025-05-12,active
ACC000900,CUST00950,BR007,chequing,2023-01-20,active
ACC000901,CUST00552,BR005,savings,2024-06-14,active
ACC000902,CUST01535,BR004,savings,2023-07-01,dormant
ACC000903,CUST00225,BR010,chequing,2025-10-01,active
ACC000904,CUST01734,BR010,chequing,2023-06-25,active
ACC000905,CUST00090,BR001,savings,2025-12-19,closed
ACC000906,CUST01574,BR015,chequing,2025-03-15,active
ACC000907,CUST01496,BR011,chequing,2024-02-09,active
ACC000908,CUST00472,BR005,credit,2024-07-04,active
ACC000909,CUST00554,BR008,chequing,2025-10-29,active
ACC000910,CUST00459,BR010,credit,2025-04-20,active
ACC000911,CUST00885,BR003,chequing,2023-01-20,active
ACC000912,CUST00341,BR004,credit,2025-10-03,active
ACC000913,CUST01521,BR003,chequing,2025-01-05,closed
ACC000914,CUST00004,BR015,chequing,2024-03-22,active
ACC000915,CUST00043,BR001,credit,2025-11-28,active
ACC000916,CUST01625,BR005,credit,2025-04-05,active
ACC000917,CUST01216,BR002,credit,2023-01-10,active
ACC000918,CUST01068,BR010,credit,2023-07-04,active
ACC000919,CUST00244,BR007,chequing,2023-02-17,active
ACC000920,CUST01753,BR014,chequing,2025-02-26,active
ACC000921,CUST01519,BR011,chequing,2024-04-26,active
ACC000922,CUST01013,BR004,savings,2025-12-25,closed
ACC000923,CUST01183,BR012,savings,2023-04-02,active
ACC000924,CUST01110,BR013,credit,2024-11-20,active
ACC000925,CUST01726,BR002,credit,2025-05-20,active
ACC000926,CUST00529,BR007,chequing,2023-03-25,active
ACC000927,CUST01887,BR010,credit,2025-11-20,active
ACC000928,CUST00449,BR004,savings,2023-09-01,closed
ACC000929,CUST01481,BR014,chequing,2025-07-01,active
ACC000930,CUST00197,BR009,chequing,2024-10-13,active
ACC000931,CUST01238,BR009,credit,2025-01-26,active
ACC000932,CUST00676,BR009,chequing,2024-09-24,active
ACC000933,CUST00038,BR004,credit,2024-06-16,active
ACC000934,CUST01362,BR001,chequing,2025-01-13,active
ACC000935,CUST01562,BR004,savings,2025-04-25,active
ACC000936,CUST00915,BR006,savings,2024-05-27,active
ACC000937,CUST01824,BR012,savings,2025-04-08,active
ACC000938,CUST00304,BR012,chequing,2023-07-15,active
ACC000939,CUST00283,BR005,credit,2023-02-02,active
ACC000940,CUST01447,BR013,credit,2023-07-07,active
ACC000941,CUST00312,BR015,chequing,2024-03-31,active
ACC000942,CUST01222,BR015,savings,2023-01-03,active
ACC000943,CUST01825,BR007,chequing,2023-03-10,active
ACC000944,CUST01026,BR015,chequing,2025-10-14,active
ACC000945,CUST00666,BR015,chequing,2025-08-15,active
ACC000946,CUST01870,BR006,credit,2024-01-30,active
ACC000947,CUST00328,BR015,chequing,2024-12-06,dormant
ACC000948,CUST00036,BR001,savings,2023-06-28,active
ACC000949,CUST00194,BR013,credit,2023-10-13,active
ACC000950,CUST00680,BR002,credit,2023-08-26,active
ACC000951,CUST01922,BR002,credit,2023-12-28,active
ACC000952,CUST01996,BR006,savings,2023-02-06,active
ACC000953,CUST01775,BR015,savings,2023-08-23,closed
ACC000954,CUST00125,BR008,credit,2023-12-21,active
ACC000955,CUST00542,BR007,savings,2023-02-18,active
ACC000956,CUST00262,BR009,chequing,2025-12-05,active
ACC000957,CUST00178,BR001,chequing,2023-12-26,active
ACC000958,CUST01852,BR003,credit,2025-05-24,active
ACC000959,CUST00184,BR003,chequing,2024-06-25,closed
ACC000960,CUST01465,BR006,chequing,2025-10-16,active
ACC000961,CUST00892,BR013,savings,2024-04-04,dormant
ACC000962,CUST01581,BR015,credit,2024-06-13,active
ACC000963,CUST01486,BR001,savings,2023-12-30,closed
ACC000964,CUST00901,BR007,chequing,2024-09-06,active
ACC000965,CUST01980,BR001,chequing,2023-06-30,active
ACC000966,CUST00015,BR006,savings,2024-02-24,dormant
ACC000967,CUST00634,BR008,chequing,2024-06-15,active
ACC000968,CUST01144,BR007,chequing,2025-10-02,dormant
ACC000969,CUST01096,BR003,chequing,2024-10-12,active
ACC000970,CUST01535,BR011,chequing,2025-07-28,active
ACC000971,CUST00376,BR007,savings,2023-01-08,active
ACC000972,CUST01736,BR007,credit,2025-03-04,closed
ACC000973,CUST01909,BR012,savings,2023-11-09,closed
ACC000974,CUST00566,BR002,credit,2025-06-24,closed
ACC000975,CUST00838,BR014,credit,2025-06-24,active
ACC000976,CUST01730,BR005,credit,2024-08-23,active
ACC000977,CUST01700,BR002,credit,2023-11-23,active
ACC000978,CUST01309,BR004,savings,2023-01-31,active
