transaction_id,account_id,branch_id,product_id,txn_date,amount,transaction_type,channel,is_fraud_flag
TXN00009457,ACC000435,BR014,PRD008,2025-04-09,86.1,payment,atm,False
TXN00009458,ACC002083,BR001,PRD001,2023-07-13,369.01,deposit,online,False
TXN00009459,ACC003183,BR013,PRD007,2025-10-23,195.86,deposit,atm,False
TXN00009460,ACC002195,BR005,PRD004,2023-09-27,75.26,transfer,mobile,False
TXN00009461,ACC001084,BR005,PRD005,2025-08-28,207.19,transfer,branch,False
TXN00009462,ACC002467,BR014,PRD006,2025-05-18,3.58,transfer,mobile,False
TXN00009463,ACC001055,BR007,PRD007,2024-08-30,239.48,transfer,online,False
TXN00009464,ACC001717,BR002,PRD008,2023-04-12,-120.15,payment,branch,False
TXN00009465,ACC001834,BR012,PRD002,2024-01-10,301.97,transfer,online,False
TXN00009466,ACC001566,BR003,PRD002,2024-02-16,-556.75,deposit,mobile,False
TXN00009467,ACC001628,BR007,PRD008,2025-08-24,468.15,deposit,atm,False
TXN00009468,ACC000461,BR007,PRD006,2023-08-05,431.97,withdrawal,atm,False
TXN00009469,ACC002190,BR013,PRD004,2025-07-09,129.2,deposit,online,False
TXN00009470,ACC002882,BR013,PRD002,2025-12-25,80.37,deposit,online,False
TXN00009471,ACC001570,BR014,PRD004,2023-12-12,112.6,deposit,atm,False
TXN00009472,ACC000909,BR015,PRD002,2023-04-17,-210.75,payment,mobile,False
TXN00009473,ACC002052,BR004,PRD001,2023-01-02,-387.75,transfer,mobile,False
TXN00009474,ACC000511,BR011,PRD001,2024-09-18,41.74,payment,atm,False
TXN00009475,ACC002000,BR008,PRD002,2024-07-24,450.61,transfer,online,False
TXN00009476,ACC000328,BR008,PRD006,2025-03-23,-303.91,withdrawal,online,False
TXN00009477,ACC001723,BR012,PRD004,2023-03-10,694.15,payment,mobile,False
TXN00009478,ACC002178,BR004,PRD001,2023-11-04,382.03,transfer,atm,False
TXN00009479,ACC001572,BR009,PRD001,2024-12-02,-59.12,transfer,branch,False
TXN00009480,ACC002081,BR001,PRD004,2023-10-26,20.16,payment,mobile,False
TXN00009481,ACC001584,BR003,PRD004,2025-11-24,21.43,withdrawal,atm,False
TXN00009482,ACC001748,BR008,PRD007,2023-05-01,61.96,payment,branch,False
TXN00009483,ACC003024,BR012,PRD008,2024-11-25,171.43,withdrawal,branch,False
TXN00009484,ACC002156,BR003,PRD005,2023-03-11,293.63,deposit,mobile,False
TXN00009485,ACC001507,BR002,PRD004,2023-08-17,413.12,payment,mobile,False
TXN00009486,ACC000914,BR001,PRD002,2024-04-08,175.95,deposit,branch,False
TXN00009487,ACC001600,BR006,PRD004,2025-08-06,1.02,deposit,mobile,False
TXN00009488,ACC002849,BR007,PRD008,2023-05-28,37.11,payment,branch,False
TXN00009489,ACC003025,BR008,PRD002,2024-09-13,18.91,deposit,mobile,False
TXN00009490,ACC002189,BR002,PRD006,2023-03-28,81.27,payment,atm,False
TXN00009491,ACC002716,BR009,PRD001,2025-09-15,125.25,deposit,online,False
TXN00009492,ACC001075,BR014,PRD001,2023-08-03,7.99,deposit,branch,False
TXN00009493,ACC003156,BR011,PRD003,2024-11-06,77.12,withdrawal,mobile,False
TXN00009494,ACC001363,BR011,PRD001,2023-04-28,35.54,transfer,online,False
TXN00009495,ACC001405,BR010,PRD005,2023-04-08,187.47,transfer,mobile,False
TXN00009496,ACC002317,BR008,PRD005,2025-07-24,-112.34,transfer,mobile,False
TXN00009497,ACC001965,BR003,PRD003,2025-10-07,123.09,transfer,branch,False
TXN00009498,ACC001916,BR001,PRD004,2024-08-08,100.45,deposit,online,False
TXN00009499,ACC000349,BR011,PRD003,2024-05-14,562.32,deposit,mobile,False
TXN00009500,ACC002188,BR011,PRD007,2024-08-25,43.51,transfer,online,False
TXN00009501,ACC001298,BR013,PRD001,2025-05-20,130.87,withdrawal,mobile,False
TXN00009502,ACC000420,BR011,PRD004,2024-02-17,239.74,deposit,atm,False
TXN00009503,ACC001243,BR009,PRD004,2024-03-10,-146.49,transfer,atm,False
TXN00009504,ACC000268,BR015,PRD001,2025-12-10,-476.17,transfer,mobile,False
TXN00009505,ACC002022,BR005,PRD005,2025-03-02,85.46,deposit,mobile,True
TXN00009506,ACC002409,BR001,PRD002,2023-04-27,112.14,transfer,branch,False
TXN00009507,ACC002898,BR003,PRD004,2023-10-16,-16.68,payment,branch,False
TXN00009508,ACC002246,BR014,PRD001,2023-01-25,169.03,payment,atm,False
TXN00009509,ACC001053,BR008,PRD006,2023-05-26,61.2,payment,mobile,False
TXN00009510,ACC002164,BR001,PRD003,2023-04-12,31.45,deposit,online,False
TXN00009511,ACC001773,BR008,PRD001,2025-07-17,141.56,withdrawal,online,False
TXN00009512,ACC002369,BR002,PRD002,2025-04-05,136.79,payment,branch,False
TXN00009513,ACC001452,BR013,PRD005,2024-11-24,-14.2,transfer,branch,False
TXN00009514,ACC002578,BR008,PRD004,2024-10-13,-215.65,withdrawal,online,False
TXN00009515,ACC001549,BR010,PRD001,2025-01-10,175.96,withdrawal,branch,False
TXN00009516,ACC000972,BR011,PRD002,2024-02-12,-37.71,deposit,mobile,False
TXN00009517,ACC002937,BR014,PRD003,2025-09-30,114.09,deposit,online,False
TXN00009518,ACC003151,BR005,PRD005,2023-11-19,229.34,payment,mobile,False
TXN00009519,ACC002909,BR003,PRD005,2024-03-28,135.69,withdrawal,mobile,False
TXN00009520,ACC002761,BR014,PRD007,2023-07-01,90.6,deposit,online,False
TXN00009521,ACC001770,BR004,PRD006,2025-07-24,70.04,payment,online,False
TXN00009522,ACC000455,BR010,PRD001,2024-03-30,169.67,deposit,mobile,False
TXN00009523,ACC001867,BR008,PRD003,2024-05-11,-503.76,payment,branch,False
TXN00009524,ACC002496,BR003,PRD002,2023-07-02,-200.51,deposit,atm,False
TXN00009525,ACC002500,BR012,PRD007,2025-09-22,-13.98,payment,atm,False
TXN00009526,ACC001689,BR010,PRD002,2025-07-02,111.14,payment,branch,False
TXN00009527,ACC000187,BR011,PRD006,2023-01-26,398.66,deposit,online,False
TXN00009528,ACC002477,BR012,PRD003,2023-09-26,17.86,transfer,branch,False
TXN00009529,ACC002079,BR013,PRD002,2024-12-27,809.75,deposit,mobile,False
TXN00009530,ACC001981,BR014,PRD006,2023-02-17,535.91,payment,online,False
TXN00009531,ACC001412,BR013,PRD005,2025-06-02,14.67,transfer,mobile,False
TXN00009532,ACC001252,BR001,PRD003,2023-10-14,487.67,withdrawal,branch,False
TXN00009533,ACC002886,BR002,PRD007,2025-04-13,81.21,payment,online,False
TXN00009534,ACC001973,BR010,PRD003,2023-04-03,-335.24,deposit,branch,False
TXN00009535,ACC002133,BR011,PRD006,2025-10-25,97.55,withdrawal,atm,False
TXN00009536,ACC001389,BR001,PRD007,2023-08-19,104.64,withdrawal,atm,False
TXN00009537,ACC001947,BR014,PRD008,2025-02-27,-181.04,payment,online,False
TXN00009538,ACC001756,BR014,PRD003,2024-02-24,268.08,payment,branch,False
TXN00009539,ACC002370,BR006,PRD005,2024-06-16,6.19,deposit,mobile,False
TXN00009540,ACC001586,BR014,PRD007,2023-07-28,161.88,payment,atm,False
TXN00009541,ACC000787,BR005,PRD001,2024-03-28,-37.21,payment,mobile,False
TXN00009542,ACC000866,BR008,PRD006,2023-09-28,-76.42,withdrawal,mobile,False
TXN00009543,ACC001736,BR009,PRD002,2023-11-03,76.98,transfer,branch,False
TXN00009544,ACC000272,BR012,PRD007,2023-12-03,113.96,transfer,atm,False
TXN00009545,ACC002134,BR004,PRD007,2025-07-06,73.2,deposit,branch,False
TXN00009546,ACC000905,BR009,PRD003,2023-01-26,-20.44,transfer,branch,False
TXN00009547,ACC000327,BR014,PRD003,2024-08-17,28.33,deposit,branch,False
TXN00009548,ACC002441,BR010,PRD007,2025-07-28,6.12,payment,atm,False
TXN00009549,ACC002338,BR008,PRD008,2023-03-15,114.36,withdrawal,online,False
TXN00009550,ACC002367,BR008,PRD007,2025-03-09,556.0,withdrawal,atm,False
TXN00009551,ACC000918,BR002,PRD001,2025-05-24,22.13,payment,atm,False
TXN00009552,ACC003078,BR005,PRD008,2025-02-15,526.26,deposit,branch,False
TXN00009553,ACC000730,BR011,PRD002,2024-07-20,237.94,transfer,atm,False
TXN00009554,ACC001022,BR003,PRD001,2023-12-29,182.65,deposit,mobile,False
TXN00009555,ACC000201,BR003,PRD005,2023-10-02,186.56,transfer,branch,False
TXN00009556,ACC002978,BR006,PRD005,2024-11-03,315.52,deposit,mobile,False
TXN00009557,ACC003194,BR009,PRD002,2023-03-20,20.35,transfer,online,False
TXN00009558,ACC001367,BR015,PRD008,2023-01-01,126.49,transfer,online,False
TXN00009559,ACC000131,BR006,PRD006,2025-11-08,214.98,payment,branch,False
TXN00009560,ACC002282,BR005,PRD008,2024-05-12,159.1,withdrawal,online,False
TXN00009561,ACC001303,BR010,PRD006,2024-08-18,321.92,payment,online,False
TXN00009562,ACC003058,BR004,PRD002,2024-01-17,-13.5,deposit,online,False
TXN00009563,ACC001199,BR003,PRD006,2023-10-31,211.22,deposit,online,False
TXN00009564,ACC002847,BR015,PRD002,2024-12-22,137.45,payment,atm,False
TXN00009565,ACC001851,BR015,PRD003,2023-01-08,85.8,payment,online,False
TXN00009566,ACC001693,BR014,PRD006,2023-03-15,74.87,transfer,mobile,False
TXN00009567,ACC000037,BR001,PRD001,2024-01-17,174.56,transfer,branch,False
TXN00009568,ACC000604,BR014,PRD004,2025-01-29,398.95,payment,online,False
TXN00009569,ACC001192,BR013,PRD001,2024-04-10,123.4,withdrawal,atm,False
TXN00009570,ACC000055,BR007,PRD005,2023-01-26,313.45,payment,mobile,False
TXN00009571,ACC003062,BR006,PRD005,2025-10-06,-92.6,transfer,branch,False
TXN00009572,ACC001285,BR011,PRD008,2025-05-11,19.44,deposit,branch,False
TXN00009573,ACC002596,BR009,PRD002,2023-06-11,11.43,payment,branch,False
TXN00009574,ACC001151,BR006,PRD006,2024-07-22,9.49,withdrawal,online,False
TXN00009575,ACC000576,BR012,PRD001,2025-12-19,-86.09,payment,online,False
TXN00009576,ACC002725,BR010,PRD007,2024-03-23,74.04,payment,atm,False
TXN00009577,ACC001366,BR003,PRD005,2023-08-15,227.81,transfer,branch,False
TXN00009578,ACC003163,BR012,PRD008,2024-03-01,244.44,withdrawal,branch,False
TXN00009579,ACC001595,BR004,PRD004,2025-08-18,9.39,deposit,branch,False
TXN00009580,ACC002418,BR013,PRD002,2024-03-09,44.98,transfer,branch,False
TXN00009581,ACC000571,BR012,PRD006,2025-04-22,57.7,payment,online,False
TXN00009582,ACC000374,BR010,PRD002,2024-12-27,142.78,payment,online,False
TXN00009583,ACC001087,BR008,PRD004,2024-12-16,28.1,payment,branch,False
TXN00009584,ACC000564,BR003,PRD004,2023-12-17,25.88,payment,online,False
TXN00009585,ACC002681,BR001,PRD003,2024-04-14,518.16,transfer,atm,False
TXN00009586,ACC002516,BR012,PRD002,2025-12-31,293.52,payment,mobile,False
TXN00009587,ACC001897,BR003,PRD003,2024-07-29,-35.86,deposit,branch,False
TXN00009588,ACC002424,BR009,PRD001,2024-06-05,93.93,payment,branch,False
TXN00009589,ACC001524,BR014,PRD003,2024-10-29,79.1,payment,branch,False
TXN00009590,ACC002911,BR014,PRD007,2024-08-11,281.78,withdrawal,atm,False
TXN00009591,ACC000308,BR004,PRD005,2024-03-27,128.48,payment,branch,False
TXN00009592,ACC001248,BR015,PRD006,2023-12-10,24.62,payment,mobile,False
TXN00009593,ACC000907,BR014,PRD002,2025-11-17,241.78,deposit,atm,False
TXN00009594,ACC002654,BR010,PRD004,2024-01-28,91.02,withdrawal,mobile,False
TXN00009595,ACC002920,BR004,PRD006,2025-09-14,54.91,withdrawal,online,False
TXN00009596,ACC002072,BR012,PRD006,2025-04-22,84.74,transfer,branch,False
TXN00009597,ACC001794,BR001,PRD004,2025-08-03,123.96,deposit,branch,False
TXN00009598,ACC002518,BR013,PRD005,2025-01-22,75.64,payment,mobile,False
TXN00009599,ACC001307,BR015,PRD006,2025-07-19,-49.85,transfer,atm,False
TXN00009600,ACC001212,BR007,PRD005,2025-08-22,91.5,deposit,atm,False
TXN00009601,ACC000627,BR011,PRD007,2023-11-30,3.48,payment,branch,False
TXN00009602,ACC001614,BR014,PRD007,2023-10-18,266.51,withdrawal,mobile,False
TXN00009603,ACC002014,BR010,PRD004,2024-02-05,33.74,deposit,branch,False
TXN00009604,ACC002755,BR007,PRD005,2024-07-09,-8.08,deposit,branch,False
TXN00009605,ACC000631,BR005,PRD007,2025-08-17,190.88,deposit,branch,False
TXN00009606,ACC000067,BR007,PRD002,2023-08-08,267.65,payment,online,False
TXN00009607,ACC001806,BR011,PRD008,2023-04-20,-302.6,payment,branch,False
TXN00009608,ACC000654,BR010,PRD003,2025-05-22,122.44,withdrawal,online,False
TXN00009609,ACC000230,BR001,PRD002,2024-06-19,-41.38,withdrawal,atm,False
TXN00009610,ACC002116,BR007,PRD001,2024-12-20,240.56,transfer,atm,False
TXN00009611,ACC001581,BR005,PRD001,2025-04-04,216.54,transfer,mobile,False
TXN00009612,ACC003168,BR005,PRD007,2025-03-29,50.89,deposit,online,False
TXN00009613,ACC001330,BR002,PRD002,2024-03-23,-420.71,payment,mobile,False
TXN00009614,ACC002745,BR011,PRD004,2024-01-20,19.84,deposit,mobile,False
TXN00009615,ACC000501,BR004,PRD003,2025-09-21,-730.15,payment,online,False
TXN00009616,ACC002969,BR003,PRD008,2023-12-10,354.22,payment,online,False
TXN00009617,ACC001193,BR009,PRD004,2023-12-26,209.6,payment,online,False
TXN00009618,ACC002747,BR004,PRD005,2023-01-10,502.7,transfer,atm,False
TXN00009619,ACC001467,BR006,PRD005,2023-07-14,230.63,payment,mobile,False
TXN00009620,ACC002057,BR015,PRD004,2025-09-14,38.03,payment,online,False
TXN00009621,ACC002572,BR002,PRD003,2024-01-30,105.06,deposit,online,False
TXN00009622,ACC000187,BR003,PRD003,2023-05-18,13.35,payment,mobile,False
TXN00009623,ACC001761,BR006,PRD007,2024-05-12,88.87,payment,atm,False
TXN00009624,ACC002153,BR009,PRD003,2023-09-08,243.59,payment,atm,False
TXN00009625,ACC001596,BR015,PRD003,2025-11-19,87.93,transfer,mobile,False
TXN00009626,ACC001525,BR002,PRD001,2025-08-28,72.17,payment,atm,False
TXN00009627,ACC002849,BR012,PRD008,2024-05-17,162.85,deposit,atm,False
TXN00009628,ACC002349,BR007,PRD007,2023-11-16,370.32,withdrawal,atm,False
TXN00009629,ACC002878,BR012,PRD005,2025-02-01,-8.78,payment,mobile,False
TXN00009630,ACC001748,BR014,PRD007,2023-07-09,87.64,deposit,atm,False
TXN00009631,ACC000475,BR012,PRD006,2023-12-13,31.01,payment,atm,False
TXN00009632,ACC003083,BR008,PRD007,2023-08-21,213.95,payment,branch,False
TXN00009633,ACC000234,BR012,PRD003,2023-08-05,-20.11,deposit,mobile,False
TXN00009634,ACC002417,BR007,PRD002,2023-04-19,196.75,transfer,online,False
TXN00009635,ACC001726,BR009,PRD001,2023-11-07,60.68,deposit,branch,False
TXN00009636,ACC002448,BR012,PRD007,2025-04-24,39.92,transfer,branch,False
TXN00009637,ACC000989,BR001,PRD003,2023-01-19,495.79,transfer,online,False
TXN00009638,ACC002804,BR001,PRD003,2024-08-31,-3.37,deposit,atm,False
TXN00009639,ACC003003,BR010,PRD004,2024-04-15,-103.65,withdrawal,mobile,False
TXN00009640,ACC001788,BR008,PRD003,2023-02-10,-3.94,deposit,online,False
TXN00009641,ACC002634,BR003,PRD002,2023-02-16,118.95,payment,branch,False
TXN00009642,ACC002413,BR004,PRD001,2024-03-28,125.14,transfer,online,False
TXN00009643,ACC000655,BR003,PRD008,2024-01-25,-69.86,withdrawal,atm,False
TXN00009644,ACC002210,BR003,PRD005,2025-08-16,25.51,payment,atm,False
TXN00009645,ACC002980,BR003,PRD003,2025-11-22,85.0,deposit,online,False
TXN00009646,ACC001924,BR009,PRD004,2023-04-18,200.8,withdrawal,mobile,False
TXN00009647,ACC002131,BR006,PRD007,2025-11-18,274.51,deposit,branch,False
TXN00009648,ACC000547,BR007,PRD008,2024-06-09,136.19,deposit,branch,False
TXN00009649,ACC000241,BR011,PRD002,2024-04-01,-160.41,deposit,mobile,False
TXN00009650,ACC001960,BR006,PRD001,2023-08-31,40.3,transfer,mobile,False
TXN00009651,ACC001917,BR011,PRD007,2023-05-18,60.97,transfer,mobile,False
TXN00009652,ACC002052,BR005,PRD002,2023-08-07,31.79,payment,online,False
TXN00009653,ACC001459,BR002,PRD008,2024-07-13,51.61,deposit,online,False
TXN00009654,ACC003060,BR014,PRD001,2024-07-03,45.85,transfer,mobile,False
TXN00009655,ACC002001,BR010,PRD004,2024-10-01,131.91,payment,mobile,False
TXN00009656,ACC000282,BR008,PRD003,2023-07-10,148.88,payment,mobile,False
TXN00009657,ACC001415,BR009,PRD008,2025-10-08,521.9,withdrawal,online,False
TXN00009658,ACC000062,BR008,PRD001,2023-08-04,39.17,transfer,mobile,False
TXN00009659,ACC001554,BR013,PRD006,2024-05-01,184.74,deposit,online,False
TXN00009660,ACC002799,BR015,PRD007,2025-07-04,305.94,deposit,branch,False
TXN00009661,ACC002413,BR011,PRD001,2025-06-09,147.88,deposit,mobile,False
TXN00009662,ACC000389,BR010,PRD005,2025-03-22,52.99,deposit,online,False
TXN00009663,ACC000507,BR007,PRD001,2025-11-19,54.82,payment,online,False
TXN00009664,ACC002403,BR004,PRD008,2023-08-19,-7.21,withdrawal,branch,False
TXN00009665,ACC000560,BR005,PRD008,2024-05-13,65.61,withdrawal,atm,False
TXN00009666,ACC003066,BR006,PRD005,2024-02-27,-245.69,transfer,online,False
TXN00009667,ACC000288,BR005,PRD006,2024-02-23,-8.76,transfer,online,False
TXN00009668,ACC001148,BR003,PRD002,2024-08-22,-44.56,transfer,atm,False
TXN00009669,ACC000565,BR007,PRD003,2024-09-14,220.49,payment,mobile,False
TXN00009670,ACC999532,BR013,PRD007,2024-06-08,-274.73,withdrawal,branch,False
TXN00009671,ACC001982,BR010,PRD006,2023-07-24,109.36,payment,atm,False
TXN00009672,ACC000749,BR012,PRD002,2025-03-26,215.56,withdrawal,branch,False
TXN00009673,ACC002456,BR008,PRD001,2025-06-04,-88.37,payment,branch,False
TXN00009674,ACC001585,BR014,PRD008,2023-04-15,31.37,payment,branch,False
TXN00009675,ACC001152,BR003,PRD001,2023-07-25,-91.39,transfer,atm,False
TXN00009676,ACC001160,BR007,PRD006,2023-11-14,156.14,transfer,atm,False
TXN00009677,ACC001442,BR007,PRD001,2024-03-31,532.36,transfer,online,False
TXN00009678,ACC001653,BR015,PRD008,2023-12-21,12.82,transfer,online,False
TXN00009679,ACC001482,BR007,PRD006,2023-07-23,127.45,withdrawal,mobile,False
TXN00009680,ACC002898,BR009,PRD003,2025-06-29,71.8,deposit,mobile,False
TXN00009681,ACC002777,BR003,PRD007,2025-11-07,127.78,withdrawal,atm,False
TXN00009682,ACC003044,BR006,PRD008,2023-01-21,4.37,deposit,branch,False
TXN00009683,ACC001998,BR015,PRD007,2024-08-20,-67.58,payment,mobile,False
TXN00009684,ACC000841,BR009,PRD007,2024-02-15,308.53,transfer,branch,False
TXN00009685,ACC000595,BR004,PRD002,2023-08-31,145.32,deposit,online,False
TXN00009686,ACC002333,BR012,PRD005,2023-10-10,107.8,deposit,branch,False
TXN00009687,ACC001677,BR015,PRD004,2023-12-18,60.52,deposit,atm,False
TXN00009688,ACC001948,BR013,PRD007,2023-05-05,63.7,withdrawal,online,False
TXN00009689,ACC001005,BR008,PRD006,2024-11-25,86.95,transfer,branch,False
TXN00009690,ACC000935,BR007,PRD004,2023-04-18,-324.95,deposit,mobile,False
TXN00009691,ACC002618,BR004,PRD002,2023-06-13,615.19,withdrawal,mobile,False
TXN00009692,ACC000515,BR012,PRD007,2024-04-04,103.94,payment,atm,False
TXN00009693,ACC001355,BR014,PRD003,2025-03-21,-89.97,payment,online,False
TXN00009694,ACC000836,BR006,PRD002,2023-06-13,337.39,withdrawal,branch,False
TXN00009695,ACC003056,BR003,PRD008,2023-04-07,100.21,deposit,mobile,False
TXN00009696,ACC002044,BR003,PRD005,2023-02-21,144.54,deposit,online,False
TXN00009697,ACC000546,BR002,PRD005,2024-01-12,-47.27,transfer,online,False
TXN00009698,ACC001533,BR014,PRD003,2025-04-08,244.91,transfer,branch,False
TXN00009699,ACC000879,BR007,PRD008,2024-12-13,-136.67,deposit,atm,False
TXN00009700,ACC001082,BR001,PRD002,2023-04-24,298.02,withdrawal,atm,True
TXN00009701,ACC000490,BR013,PRD006,2024-05-08,-273.14,transfer,online,False
TXN00009702,ACC001358,BR014,PRD003,2025-02-08,43.57,withdrawal,mobile,False
TXN00009703,ACC001212,BR014,PRD004,2024-07-17,226.35,payment,online,False
TXN00009704,ACC002318,BR013,PRD002,2025-06-14,289.75,deposit,online,False
TXN00009705,ACC002905,BR014,PRD002,2024-06-07,76.47,transfer,atm,False
TXN00009706,ACC002809,BR011,PRD004,2025-11-13,34.11,withdrawal,online,False
TXN00009707,ACC000784,BR008,PRD006,2025-08-13,0.47,deposit,branch,False
TXN00009708,ACC002307,BR010,PRD007,2023-02-04,107.91,payment,branch,False
TXN00009709,ACC002369,BR007,PRD008,2025-10-27,78.22,transfer,branch,False
TXN00009710,ACC000800,BR002,PRD002,2024-03-07,-145.71,payment,atm,False
TXN00009711,ACC000105,BR014,PRD002,2023-04-06,37.49,transfer,online,False
TXN00009712,ACC001373,BR007,PRD008,2025-09-05,353.47,transfer,online,False
TXN00009713,ACC000308,BR001,PRD008,2025-01-18,53.65,withdrawal,mobile,False
TXN00009714,ACC001238,BR008,PRD008,2025-02-25,46.21,withdrawal,branch,False
TXN00009715,ACC000230,BR014,PRD006,2023-08-17,117.95,deposit,branch,False
TXN00009716,ACC002974,BR006,PRD003,2024-02-26,124.35,transfer,branch,False
TXN00009717,ACC001698,BR002,PRD004,2025-08-19,-43.59,payment,atm,False
TXN00009718,ACC000242,BR011,PRD002,2024-08-17,-57.11,withdrawal,branch,False
TXN00009719,ACC000551,BR005,PRD005,2024-03-17,33.48,payment,atm,False
TXN00009720,ACC000312,BR012,PRD003,2023-12-20,228.15,deposit,mobile,False
TXN00009721,ACC000271,BR010,PRD008,2023-12-29,264.61,deposit,branch,False
TXN00009722,ACC003058,BR009,PRD005,2025-05-14,111.69,payment,online,False
TXN00009723,ACC002015,BR005,PRD002,2024-10-13,225.37,transfer,atm,False
TXN00009724,ACC002729,BR010,PRD002,2024-04-11,239.68,deposit,atm,False
TXN00009725,ACC002119,BR012,PRD001,2023-08-28,-26.79,payment,online,False
TXN00009726,ACC000457,BR010,PRD008,2024-08-22,609.6,deposit,online,False
TXN00009727,ACC002619,BR005,PRD002,2025-11-17,-309.7,withdrawal,online,False
TXN00009728,ACC001506,BR003,PRD004,2025-06-16,41.18,withdrawal,online,False
TXN00009729,ACC000689,BR015,PRD003,2024-05-14,37.08,deposit,mobile,False
TXN00009730,ACC001641,BR001,PRD001,2025-12-11,24.17,deposit,branch,False
TXN00009731,ACC002749,BR015,PRD007,2023-10-13,26.81,withdrawal,online,False
TXN00009732,ACC001463,BR013,PRD003,2025-11-23,248.21,deposit,mobile,False
TXN00009733,ACC002533,BR008,PRD003,2025-03-14,-114.16,withdrawal,mobile,False
TXN00009734,ACC001204,BR007,PRD004,2024-10-05,-274.96,withdrawal,atm,False
TXN00009735,ACC000457,BR002,PRD005,2023-06-23,246.86,payment,online,False
TXN00009736,ACC000126,BR003,PRD006,2024-03-23,167.02,transfer,online,False
TXN00009737,ACC002554,BR004,PRD007,2024-03-18,208.72,deposit,online,False
TXN00009738,ACC001664,BR005,PRD007,2025-01-01,3.33,payment,mobile,False
TXN00009739,ACC002492,BR008,PRD008,2025-08-09,67.26,payment,branch,False
TXN00009740,ACC001250,BR003,PRD003,2025-08-28,182.81,transfer,online,False
TXN00009741,ACC000511,BR007,PRD003,2023-12-09,1.69,deposit,branch,False
TXN00009742,ACC001015,BR014,PRD006,2024-09-05,-6.04,payment,online,False
TXN00009743,ACC002489,BR011,PRD006,2024-08-07,343.76,withdrawal,mobile,False
TXN00009744,ACC000242,BR002,PRD006,2024-06-26,207.38,payment,branch,False
TXN00009745,ACC002992,BR014,PRD002,2024-05-03,55.51,transfer,branch,False
TXN00009746,ACC000193,BR011,PRD001,2023-02-14,209.63,transfer,atm,False
TXN00009747,ACC001332,BR008,PRD005,2024-10-23,283.03,payment,atm,False
TXN00009748,ACC001440,BR009,PRD003,2024-12-17,65.96,withdrawal,atm,False
TXN00009749,ACC000342,BR007,PRD002,2024-08-16,6.61,payment,mobile,False
TXN00009750,ACC002035,BR010,PRD003,2023-10-17,485.96,deposit,mobile,False
TXN00009751,ACC002632,BR015,PRD002,2023-11-04,76.21,withdrawal,online,False
TXN00009752,ACC000889,BR004,PRD001,2023-12-17,20.27,transfer,atm,False
TXN00009753,ACC002632,BR013,PRD003,2025-09-15,121.86,deposit,mobile,False
TXN00009754,ACC002591,BR005,PRD003,2024-12-17,-263.35,deposit,online,False
TXN00009755,ACC001340,BR009,PRD008,2024-07-22,45.1,transfer,atm,False
TXN00009756,ACC000478,BR010,PRD001,2023-12-29,56.52,transfer,mobile,False
TXN00009757,ACC003001,BR003,PRD003,2025-09-14,50.04,deposit,mobile,False
TXN00009758,ACC000018,BR012,PRD006,2024-07-11,861.89,payment,online,False
TXN00009759,ACC001746,BR015,PRD008,2025-05-06,39.58,deposit,atm,False
TXN00009760,ACC002407,BR003,PRD003,2023-03-04,-154.24,transfer,atm,False
TXN00009761,ACC003080,BR009,PRD008,2024-01-08,-466.88,payment,mobile,False
TXN00009762,ACC000189,BR015,PRD005,2023-03-26,-28.6,deposit,mobile,False
TXN00009763,ACC003163,BR009,PRD004,2024-10-28,636.38,withdrawal,online,False
TXN00009764,ACC000705,BR005,PRD002,2023-07-24,530.37,payment,mobile,False
TXN00009765,ACC002753,BR010,PRD006,2023-05-17,388.64,payment,branch,False
TXN00009766,ACC001328,BR014,PRD003,2023-01-27,43.47,payment,branch,False
TXN00009767,ACC001217,BR012,PRD002,2025-02-28,-180.95,withdrawal,mobile,False
TXN00009768,ACC001701,BR002,PRD007,2025-05-20,257.55,transfer,branch,False
TXN00009769,ACC000923,BR005,PRD002,2023-11-20,768.73,withdrawal,online,False
TXN00009770,ACC000162,BR005,PRD002,2025-04-05,35.81,deposit,online,False
TXN00009771,ACC002136,BR013,PRD001,2024-10-10,-261.46,transfer,branch,False
TXN00009772,ACC000958,BR005,PRD004,2024-08-03,74.47,deposit,atm,False
TXN00009773,ACC003180,BR009,PRD005,2024-01-08,34.76,deposit,online,False
TXN00009774,ACC003179,BR004,PRD006,2024-09-27,98.48,payment,atm,False
TXN00009775,ACC002029,BR012,PRD001,2024-02-02,284.23,payment,atm,False
TXN00009776,ACC002238,BR005,PRD005,2025-02-11,-112.54,withdrawal,branch,False
TXN00009777,ACC000545,BR011,PRD002,2024-03-09,-138.81,withdrawal,branch,False
TXN00009778,ACC002790,BR008,PRD008,2024-01-31,959.53,deposit,branch,False
TXN00009779,ACC003162,BR002,PRD003,2024-02-22,91.68,payment,atm,False
TXN00009780,ACC002785,BR005,PRD004,2025-05-13,172.0,transfer,online,False
TXN00009781,ACC000432,BR003,PRD003,2025-12-25,81.81,payment,branch,False
TXN00009782,ACC003060,BR004,PRD002,2024-03-31,89.8,withdrawal,online,False
TXN00009783,ACC000521,BR015,PRD005,2024-09-24,214.12,transfer,branch,False
TXN00009784,ACC001065,BR014,PRD004,2025-06-02,500.18,payment,online,False
TXN00009785,ACC001667,BR002,PRD003,2024-05-13,-140.7,withdrawal,branch,False
TXN00009786,ACC002014,BR005,PRD007,2024-03-21,263.29,transfer,mobile,False
