application_id,customer_id,branch_id,product_id,app_date,loan_amount,approved,defaulted,interest_rate
LOAN000332,CUST00387,BR014,PRD006,2025-06-24,444357.03,True,False,9.77
LOAN000333,CUST01124,BR010,PRD005,2025-03-16,226896.45,True,False,10.66
LOAN000334,CUST00301,BR002,PRD008,2024-12-05,393194.82,False,False,9.89
LOAN000335,CUST01608,BR004,PRD005,2023-04-14,47716.05,True,False,3.53
LOAN000336,CUST00528,BR015,PRD005,2023-04-27,87971.79,True,False,5.2
LOAN000337,CUST00948,BR003,PRD006,2023-10-17,83767.84,True,False,8.09
LOAN000338,CUST00244,BR012,PRD006,2023-12-01,234997.84,True,False,10.01
LOAN000339,CUST01720,BR010,PRD005,2023-01-14,92257.58,True,True,4.33
LOAN000340,CUST00591,BR007,PRD006,2025-01-09,300408.91,True,False,7.86
LOAN000341,CUST01368,BR008,PRD006,2025-12-25,300511.65,True,False,6.93
LOAN000342,CUST00044,BR003,PRD006,2024-06-22,338356.4,False,False,9.64
LOAN000343,CUST01665,BR002,PRD005,2023-06-11,293353.15,True,False,3.75
LOAN000344,CUST01828,BR003,PRD005,2025-11-13,386439.62,True,False,6.89
LOAN000345,CUST00502,BR010,PRD007,2023-12-18,62755.76,True,False,10.3
LOAN000346,CUST01997,BR003,PRD007,2024-11-25,219940.76,True,False,3.79
LOAN000347,CUST00085,BR012,PRD006,2023-01-31,352278.42,False,False,7.42
LOAN000348,CUST00066,BR006,PRD007,2024-03-19,340206.82,True,False,10.3
LOAN000349,CUST01383,BR008,PRD008,2024-01-26,46771.42,False,False,9.02
LOAN000350,CUST00688,BR009,PRD006,2025-09-24,163341.4,True,False,8.42
LOAN000351,CUST01000,BR008,PRD008,2025-03-24,41669.05,True,True,8.79
LOAN000352,CUST00341,BR009,PRD008,2024-01-10,350337.93,False,False,12.38
LOAN000353,CUST01606,BR009,PRD008,2023-10-02,145485.24,True,False,4.9
LOAN000354,CUST01588,BR009,PRD007,2025-07-24,165923.74,True,False,3.67
LOAN000355,CUST00777,BR001,PRD006,2024-11-18,185130.45,False,False,11.73
LOAN000356,CUST00546,BR010,PRD008,2023-11-04,89069.29,False,False,7.8
LOAN000357,CUST01566,BR013,PRD006,2025-03-27,258532.44,True,False,5.12
LOAN000358,CUST01291,BR011,PRD007,2025-11-05,149887.27,True,False,11.7
LOAN000359,CUST01227,BR015,PRD006,2023-03-19,134486.47,True,True,9.22
LOAN000360,CUST01514,BR012,PRD008,2024-09-27,63354.46,True,False,9.53
LOAN000361,CUST00833,BR004,PRD007,2025-12-20,127056.7,False,False,5.58
LOAN000362,CUST01905,BR011,PRD008,2023-08-17,57626.0,True,False,3.92
LOAN000363,CUST00755,BR010,PRD005,2025-07-18,435601.15,True,False,7.23
LOAN000364,CUST00731,BR011,PRD008,2023-10-08,350371.75,True,True,11.78
LOAN000365,CUST01577,BR010,PRD007,2023-08-19,93401.16,True,False,11.33
LOAN000366,CUST01312,BR010,PRD007,2025-08-02,319195.0,True,False,8.7
LOAN000367,CUST00284,BR005,PRD005,2025-07-13,364466.86,True,True,4.5
LOAN000368,CUST00555,BR002,PRD006,2025-06-20,120092.95,True,False,4.68
LOAN000369,CUST00652,BR010,PRD005,2025-04-23,403394.82,True,False,4.39
LOAN000370,CUST00718,BR005,PRD005,2023-12-09,441017.79,True,False,4.49
LOAN000371,CUST01640,BR002,PRD005,2023-08-25,298495.22,True,False,9.44
LOAN000372,CUST01878,BR011,PRD008,2024-09-27,419198.29,False,False,6.41
LOAN000373,CUST01607,BR010,PRD007,2024-01-26,150741.34,True,False,11.12
LOAN000374,CUST01707,BR004,PRD008,2024-03-09,440401.85,True,False,3.77
LOAN000375,CUST01698,BR001,PRD008,2024-09-21,286621.98,True,False,5.69
LOAN000376,CUST00621,BR011,PRD005,2023-04-17,328127.11,False,False,10.45
LOAN000377,CUST00314,BR002,PRD006,2025-11-07,343611.45,True,False,7.42
LOAN000378,CUST01202,BR011,PRD005,2024-12-28,72695.02,True,False,8.76
LOAN000379,CUST01476,BR004,PRD006,2025-12-08,355489.06,True,False,11.71
LOAN000380,CUST01510,BR015,PRD007,2024-08-26,204784.66,False,False,5.71
LOAN000381,CUST00341,BR009,PRD006,2024-08-18,55232.47,True,False,10.68
LOAN000382,CUST01708,BR011,PRD006,2025-02-01,241813.22,True,False,9.57
LOAN000383,CUST01893,BR011,PRD005,2024-02-23,73339.7,False,False,3.56
LOAN000384,CUST01440,BR004,PRD006,2024-04-03,435476.56,True,False,10.8
LOAN000385,CUST01447,BR010,PRD008,2023-02-05,181211.83,True,False,7.61
LOAN000386,CUST00994,BR004,PRD006,2025-12-13,418221.28,True,False,5.37
LOAN000387,CUST01220,BR014,PRD007,2025-01-22,361667.25,True,False,3.66
LOAN000388,CUST00556,BR004,PRD007,2024-01-31,394319.33,False,False,8.8
LOAN000389,CUST00401,BR013,PRD005,2024-11-11,215954.93,True,False,9.86
LOAN000390,CUST00960,BR005,PRD008,2023-11-05,32307.71,True,False,5.26
LOAN000391,CUST00684,BR004,PRD006,2025-06-22,184329.32,False,False,9.06
LOAN000392,CUST01199,BR001,PRD008,2025-04-17,66757.63,True,False,6.92
LOAN000393,CUST00842,BR001,PRD006,2025-02-24,118879.99,True,False,9.31
LOAN000394,CUST01065,BR014,PRD006,2025-03-09,413836.75,True,False,4.99
LOAN000395,CUST01436,BR006,PRD005,2024-01-04,86788.99,False,False,8.9
LOAN000396,CUST00728,BR004,PRD005,2025-09-08,205196.0,False,False,9.96
LOAN000397,CUST00755,BR005,PRD007,2025-10-22,130972.63,True,False,8.4
LOAN000398,CUST00809,BR007,PRD007,2025-12-10,175299.01,True,False,6.03
LOAN000399,CUST01988,BR009,PRD007,2023-11-24,328724.79,True,False,10.66
LOAN000400,CUST01906,BR003,PRD006,2025-09-25,149370.25,True,False,9.11
LOAN000401,CUST00006,BR009,PRD005,2024-12-31,82008.94,True,False,10.62
LOAN000402,CUST01228,BR014,PRD007,2024-08-28,128000.34,False,False,5.04
LOAN000403,CUST01300,BR004,PRD007,2024-08-25,423102.71,False,False,7.3
LOAN000404,CUST00765,BR004,PRD008,2025-09-17,290287.96,True,False,10.78
LOAN000405,CUST00210,BR001,PRD006,2025-04-01,309391.76,True,False,8.58
LOAN000406,CUST00408,BR014,PRD005,2023-12-26,168482.83,False,False,11.77
LOAN000407,CUST01434,BR010,PRD008,2023-06-02,61826.82,False,False,11.46
LOAN000408,CUST00614,BR005,PRD008,2023-02-25,320012.28,True,False,8.64
LOAN000409,CUST01362,BR003,PRD005,2024-04-29,147487.0,True,False,4.81
LOAN000410,CUST01159,BR002,PRD007,2025-03-31,200535.93,True,False,10.55
LOAN000411,CUST00300,BR003,PRD008,2025-11-03,335898.76,True,False,9.31
LOAN000412,CUST00674,BR009,PRD006,2025-06-29,446639.85,True,False,12.25
LOAN000413,CUST01718,BR008,PRD006,2024-09-18,181202.18,True,False,5.23
LOAN000414,CUST00637,BR011,PRD006,2024-06-04,209799.54,False,False,11.1
LOAN000415,CUST01831,BR002,PRD005,2024-09-24,207436.26,True,False,6.52
LOAN000416,CUST00290,BR007,PRD005,2025-09-01,334071.71,False,False,9.35
LOAN000417,CUST00034,BR009,PRD006,2023-08-04,435976.56,False,False,8.44
LOAN000418,CUST00200,BR003,PRD006,2025-05-19,435427.54,False,False,6.12
LOAN000419,CUST01884,BR013,PRD008,2025-04-16,389441.22,True,False,6.66
LOAN000420,CUST00328,BR011,PRD006,2025-08-08,364734.73,True,True,11.83
LOAN000421,CUST01967,BR002,PRD007,2024-08-22,281189.61,True,False,10.06
LOAN000422,CUST00830,BR003,PRD005,2023-07-10,431470.58,True,False,6.88
LOAN000423,CUST01049,BR013,PRD005,2024-08-19,231189.51,False,False,11.58
LOAN000424,CUST00206,BR001,PRD005,2025-04-18,303421.52,False,False,11.36
LOAN000425,CUST01141,BR007,PRD007,2024-05-25,278978.02,False,False,10.16
LOAN000426,CUST00397,BR009,PRD008,2024-06-23,7851.97,False,False,6.56
LOAN000427,CUST01333,BR014,PRD008,2023-03-11,347148.49,True,False,7.14
LOAN000428,CUST01785,BR009,PRD005,2025-05-19,164555.33,True,False,12.06
LOAN000429,CUST01320,BR015,PRD008,2023-04-04,249541.72,True,False,5.23
LOAN000430,CUST01992,BR003,PRD007,2025-06-09,213557.56,True,False,8.17
LOAN000431,CUST00955,BR010,PRD006,2023-10-11,444951.77,True,False,9.96
LOAN000432,CUST01312,BR004,PRD006,2025-03-01,234692.15,True,False,7.39
LOAN000433,CUST01596,BR004,PRD008,2025-03-31,412141.74,True,False,9.31
LOAN000434,CUST00734,BR015,PRD005,2025-08-30,161526.88,True,False,7.68
LOAN000435,CUST00918,BR006,PRD007,2025-07-05,126599.9,True,True,12.14
LOAN000436,CUST01706,BR003,PRD006,2023-11-14,316471.4,True,False,7.03
LOAN000437,CUST00312,BR010,PRD007,2024-03-19,84079.51,True,False,5.09
LOAN000438,CUST00202,BR012,PRD008,2024-08-14,216028.51,False,False,7.71
LOAN000439,CUST00922,BR007,PRD006,2023-10-12,189169.31,False,False,11.17
LOAN000440,CUST00798,BR006,PRD007,2025-08-15,440674.04,False,False,6.69
LOAN000441,CUST01369,BR009,PRD006,2024-05-03,133985.56,False,False,10.43
LOAN000442,CUST00057,BR001,PRD008,2024-06-30,203507.24,True,False,5.46
LOAN000443,CUST01327,BR010,PRD008,2023-05-26,83060.79,False,False,6.03
LOAN000444,CUST01840,BR009,PRD006,2024-03-23,2592.99,True,False,11.97
LOAN000445,CUST00865,BR011,PRD008,2025-08-26,194751.5,True,False,4.25
LOAN000446,CUST01202,BR005,PRD007,2024-02-13,75900.79,True,False,6.41
LOAN000447,CUST01739,BR015,PRD008,2024-04-10,249158.89,False,False,9.83
LOAN000448,CUST01248,BR002,PRD006,2024-09-23,139917.33,False,False,12.12
LOAN000449,CUST01451,BR015,PRD006,2023-02-07,342619.73,True,False,10.93
LOAN000450,CUST00849,BR013,PRD006,2025-08-29,146993.27,False,False,6.93
LOAN000451,CUST01348,BR011,PRD006,2025-06-02,243051.68,False,False,7.57
LOAN000452,CUST00244,BR005,PRD008,2025-07-05,118431.52,True,False,12.48
LOAN000453,CUST00712,BR007,PRD006,2023-02-21,382064.2,True,False,5.64
LOAN000454,CUST01462,BR004,PRD006,2023-09-04,401794.55,True,False,8.78
LOAN000455,CUST00762,BR009,PRD007,2023-09-07,7627.8,True,False,6.62
LOAN000456,CUST00345,BR012,PRD005,2025-10-28,13528.28,False,False,4.29
LOAN000457,CUST00613,BR014,PRD008,2024-08-01,82181.83,True,False,7.86
LOAN000458,CUST01318,BR011,PRD006,2023-11-16,172817.34,False,False,4.84
LOAN000459,CUST00334,BR010,PRD005,2025-11-27,178760.83,True,False,6.24
LOAN000460,CUST00812,BR004,PRD006,2024-10-03,185749.86,False,False,5.05
LOAN000461,CUST01744,BR003,PRD005,2023-07-01,275150.55,True,False,3.9
LOAN000462,CUST00924,BR005,PRD008,2025-06-18,175768.99,False,False,11.55
LOAN000463,CUST00010,BR008,PRD006,2025-12-06,190012.28,True,False,7.47
LOAN000464,CUST01163,BR015,PRD008,2024-12-24,32467.88,True,False,8.95
LOAN000465,CUST00767,BR012,PRD008,2024-03-10,421508.45,False,False,6.12
LOAN000466,CUST01962,BR001,PRD006,2023-07-27,178176.74,False,False,8.79
LOAN000467,CUST01008,BR010,PRD005,2024-12-08,43758.6,True,False,12.05
LOAN000468,CUST01030,BR014,PRD007,2023-10-13,211483.31,False,False,4.54
LOAN000469,CUST00071,BR012,PRD006,2024-02-12,152181.81,True,False,6.86
LOAN000470,CUST01366,BR008,PRD006,2023-06-25,156729.13,True,False,9.74
LOAN000471,CUST01041,BR006,PRD006,2023-01-23,156793.29,False,False,6.41
LOAN000472,CUST01560,BR005,PRD006,2025-09-20,146295.66,True,False,10.5
LOAN000473,CUST00773,BR012,PRD005,2024-08-05,140154.92,False,False,3.63
LOAN000474,CUST01330,BR008,PRD006,2023-05-17,165759.74,True,False,6.0
LOAN000475,CUST00736,BR009,PRD006,2023-05-13,409239.73,True,False,7.8
LOAN000476,CUST01961,BR008,PRD007,2024-09-24,107089.75,True,False,12.33
LOAN000477,CUST01075,BR009,PRD008,2024-05-11,112541.42,False,False,10.37
LOAN000478,CUST01625,BR013,PRD008,2025-12-03,292998.68,False,False,7.66
LOAN000479,CUST01806,BR011,PRD008,2025-09-27,183814.13,True,False,11.35
LOAN000480,CUST00380,BR006,PRD006,2023-01-04,214836.91,False,False,6.88
LOAN000481,CUST01899,BR002,PRD006,2025-06-21,160704.09,True,False,5.98
LOAN000482,CUST00040,BR010,PRD005,2025-01-26,185216.75,True,False,4.58
LOAN000483,CUST01773,BR013,PRD007,2023-11-11,31175.12,True,False,8.37
LOAN000484,CUST01415,BR013,PRD007,2023-09-23,205509.16,True,False,5.06
LOAN000485,CUST00345,BR010,PRD005,2025-05-25,49846.05,False,False,4.79
LOAN000486,CUST00516,BR012,PRD008,2023-02-03,143229.54,True,False,7.56
LOAN000487,CUST01754,BR005,PRD005,2025-05-02,88620.85,False,False,10.3
LOAN000488,CUST00405,BR002,PRD008,2023-11-22,88609.32,True,False,4.62
LOAN000489,CUST01640,BR008,PRD005,2023-10-29,447560.58,False,False,7.53
LOAN000490,CUST00108,BR015,PRD006,2025-03-08,78163.14,True,False,11.55
LOAN000491,CUST01438,BR014,PRD006,2023-11-13,105529.05,True,False,11.83
LOAN000492,CUST01719,BR001,PRD008,2025-04-26,55294.46,True,False,11.08
LOAN000493,CUST01846,BR010,PRD008,2025-04-06,84551.66,False,False,11.95
LOAN000494,CUST00432,BR014,PRD008,2025-06-23,259261.15,False,False,5.21
LOAN000495,CUST00479,BR001,PRD005,2023-02-10,380479.38,True,True,7.02
LOAN000496,CUST01272,BR002,PRD008,2023-06-28,330300.41,True,False,9.29
LOAN000497,CUST01360,BR003,PRD006,2023-12-10,322003.95,True,False,6.59
LOAN000498,CUST01378,BR015,PRD008,2024-03-29,422593.82,True,False,8.54
LOAN000499,CUST01273,BR009,PRD007,2023-09-29,36747.15,False,False,4.1
LOAN000500,CUST00215,BR015,PRD005,2024-07-16,332726.87,True,False,11.15
LOAN000501,CUST00639,BR014,PRD005,2025-10-13,313485.28,True,False,6.0
LOAN000502,CUST01553,BR003,PRD005,2024-11-11,103204.97,False,False,8.59
LOAN000503,CUST01177,BR015,PRD007,2023-03-27,90157.22,True,False,6.91
LOAN000504,CUST00321,BR003,PRD006,2024-06-10,283653.67,True,False,6.06
LOAN000505,CUST00229,BR007,PRD006,2023-05-25,170196.64,True,False,6.74
LOAN000506,CUST00894,BR005,PRD008,2023-10-20,208314.53,False,False,9.57
LOAN000507,CUST00823,BR005,PRD007,2025-02-20,352492.43,True,False,9.49
LOAN000508,CUST01390,BR001,PRD008,2024-05-22,13723.19,True,False,11.57
LOAN000509,CUST01830,BR006,PRD008,2024-07-12,262372.58,True,True,11.78
LOAN000510,CUST01651,BR014,PRD008,2023-12-22,433814.79,True,False,7.71
LOAN000511,CUST00605,BR001,PRD006,2023-04-28,412531.79,True,False,6.79
LOAN000512,CUST01739,BR008,PRD008,2023-06-10,118649.46,True,False,4.16
LOAN000513,CUST00465,BR004,PRD005,2023-06-23,204420.04,False,False,9.7
LOAN000514,CUST01857,BR015,PRD008,2024-01-08,439622.38,True,False,8.19
LOAN000515,CUST00262,BR012,PRD007,2023-03-06,331044.72,False,False,11.57
LOAN000516,CUST01736,BR004,PRD007,2023-06-21,245347.02,False,False,5.0
LOAN000517,CUST01762,BR004,PRD007,2023-04-08,381997.37,True,False,8.67
LOAN000518,CUST00496,BR014,PRD008,2023-07-20,341813.04,True,False,9.43
LOAN000519,CUST01020,BR012,PRD006,2025-02-16,29344.8,False,False,5.02
LOAN000520,CUST01009,BR014,PRD008,2025-11-27,130239.89,True,False,6.06
LOAN000521,CUST00053,BR006,PRD005,2025-08-02,377960.57,True,False,8.88
LOAN000522,CUST00770,BR009,PRD007,2025-08-06,39352.15,True,False,6.98
LOAN000523,CUST01044,BR004,PRD007,2024-01-16,251236.15,True,False,5.76
LOAN000524,CUST00831,BR010,PRD008,2024-04-07,19845.59,True,False,6.92
LOAN000525,CUST01756,BR014,PRD007,2024-02-12,208612.63,True,False,11.64
LOAN000526,CUST01412,BR014,PRD006,2025-08-13,408948.04,True,False,8.0
LOAN000527,CUST01992,BR009,PRD008,2025-12-22,213229.56,True,False,9.26
LOAN000528,CUST01128,BR005,PRD006,2024-04-11,117639.58,True,False,6.07
LOAN000529,CUST01299,BR010,PRD006,2023-12-10,3145.92,True,False,4.2
LOAN000530,CUST00106,BR013,PRD006,2025-08-17,81969.63,True,False,9.27
LOAN000531,CUST01023,BR007,PRD005,2024-11-18,97270.45,True,False,4.62
LOAN000532,CUST01616,BR010,PRD008,2025-12-25,278104.52,True,False,9.37
LOAN000533,CUST01361,BR008,PRD008,2025-01-11,28733.56,True,False,10.46
LOAN000534,CUST00561,BR009,PRD008,2024-09-22,273558.37,True,False,7.07
LOAN000535,CUST00606,BR002,PRD007,2025-04-02,442465.67,False,False,3.59
LOAN000536,CUST00904,BR004,PRD008,2025-02-09,246093.57,True,False,4.94
LOAN000537,CUST01550,BR008,PRD008,2023-04-18,149541.08,True,False,4.7
LOAN000538,CUST01824,BR002,PRD005,2024-11-03,301360.1,False,False,7.11
LOAN000539,CUST01425,BR007,PRD006,2025-06-02,443862.18,True,False,9.38
LOAN000540,CUST00112,BR004,PRD005,2023-12-21,412966.0,False,False,5.67
LOAN000541,CUST01200,BR005,PRD007,2024-01-31,144815.26,False,False,6.76
LOAN000542,CUST01717,BR001,PRD007,2024-03-27,377654.73,False,False,5.41
LOAN000543,CUST01834,BR004,PRD007,2025-12-02,426130.91,True,False,3.89
LOAN000544,CUST01972,BR010,PRD007,2025-12-21,400656.39,True,True,7.56
LOAN000545,CUST01623,BR008,PRD007,2024-05-24,237602.32,True,False,12.48
LOAN000546,CUST01307,BR008,PRD007,2023-05-25,391781.5,True,False,11.64
LOAN000547,CUST01047,BR006,PRD005,2025-12-21,264319.68,True,False,12.11
LOAN000548,CUST01549,BR003,PRD005,2025-03-26,310136.83,True,False,10.87
LOAN000549,CUST01936,BR011,PRD005,2024-06-15,324978.39,True,False,10.53
LOAN000550,CUST00887,BR012,PRD006,2025-11-30,287810.99,False,False,10.04
LOAN000551,CUST00068,BR007,PRD008,2025-09-20,197300.44,True,False,9.86
LOAN000552,CUST00424,BR009,PRD005,2025-04-12,126011.13,True,False,9.21
LOAN000553,CUST01418,BR008,PRD008,2025-02-20,236641.09,True,False,11.59
LOAN000554,CUST00309,BR002,PRD007,2023-04-16,303603.83,False,False,8.87
LOAN000555,CUST01708,BR014,PRD005,2023-02-01,142257.2,True,False,11.27
LOAN000556,CUST01039,BR015,PRD005,2023-02-18,26262.65,False,False,11.6
LOAN000557,CUST01148,BR007,PRD008,2024-07-19,294533.96,True,False,5.21
LOAN000558,CUST00378,BR012,PRD007,2023-08-13,406541.99,False,False,6.44
LOAN000559,CUST01599,BR002,PRD007,2024-04-10,77386.12,True,False,6.37
LOAN000560,CUST00882,BR003,PRD006,2024-09-27,432560.4,False,False,10.27
LOAN000561,CUST00800,BR007,PRD005,2023-08-24,412723.32,True,False,6.19
LOAN000562,CUST01994,BR012,PRD008,2023-01-18,38932.8,True,True,8.56
LOAN000563,CUST00900,BR012,PRD005,2023-12-31,218384.35,True,False,9.99
LOAN000564,CUST00811,BR014,PRD005,2025-01-08,245118.48,False,False,7.07
LOAN000565,CUST00494,BR008,PRD008,2023-09-10,4099.26,True,False,7.71
LOAN000566,CUST01683,BR001,PRD007,2024-09-27,56047.98,False,False,11.8
LOAN000567,CUST00566,BR003,PRD007,2025-01-02,414924.44,True,False,10.73
LOAN000568,CUST01605,BR001,PRD007,2024-08-02,72724.27,True,False,4.83
LOAN000569,CUST01149,BR012,PRD005,2025-09-13,254362.98,True,False,10.05
LOAN000570,CUST00918,BR001,PRD008,2023-02-11,407233.59,False,False,11.55
LOAN000571,CUST00330,BR013,PRD007,2024-11-27,71586.76,True,True,12.46
LOAN000572,CUST00768,BR011,PRD007,2024-07-17,72245.27,False,False,11.06
LOAN000573,CUST01799,BR002,PRD005,2025-12-04,264951.61,True,False,9.6
LOAN000574,CUST00649,BR002,PRD007,2023-06-07,272579.36,True,False,11.33
LOAN000575,CUST00879,BR005,PRD008,2025-03-06,287419.76,True,False,11.14
LOAN000576,CUST00175,BR003,PRD005,2024-07-14,71156.85,True,False,11.3
LOAN000577,CUST01599,BR010,PRD005,2025-12-18,446843.09,False,False,9.45
LOAN000578,CUST00278,BR014,PRD006,2024-12-17,439409.77,True,False,5.48
LOAN000579,CUST01700,BR014,PRD006,2023-10-12,373518.84,True,False,5.02
LOAN000580,CUST01046,BR008,PRD006,2025-12-05,233142.36,True,False,9.48
LOAN000581,CUST00317,BR010,PRD005,2024-10-10,297797.49,True,False,9.54
LOAN000582,CUST00901,BR015,PRD006,2023-01-27,145774.26,True,False,12.26
LOAN000583,CUST01268,BR004,PRD006,2025-07-25,4935.74,True,False,9.09
LOAN000584,CUST00941,BR015,PRD006,2023-09-26,390017.15,True,False,11.52
LOAN000585,CUST01541,BR002,PRD008,2024-02-17,324652.02,False,False,8.67
LOAN000586,CUST00356,BR003,PRD006,2023-03-27,206886.1,True,False,7.55
LOAN000587,CUST01991,BR007,PRD005,2024-04-03,192444.41,True,True,9.8
LOAN000588,CUST00865,BR002,PRD006,2023-09-28,329581.38,False,False,8.13
LOAN000589,CUST01792,BR011,PRD008,2023-11-25,333883.67,True,False,8.26
LOAN000590,CUST01088,BR014,PRD007,2025-02-03,45613.56,False,False,11.16
LOAN000591,CUST00957,BR008,PRD008,2024-08-19,391975.24,True,False,5.9
LOAN000592,CUST00510,BR003,PRD005,2023-08-27,354322.17,False,False,8.1
LOAN000593,CUST00870,BR011,PRD008,2024-12-26,57564.18,False,False,7.08
LOAN000594,CUST01911,BR008,PRD008,2024-12-01,36295.28,True,False,10.58
LOAN000595,CUST01044,BR012,PRD006,2024-04-04,89912.59,True,False,4.98
LOAN000596,CUST00401,BR007,PRD008,2024-03-29,95424.86,False,False,5.54
LOAN000597,CUST00393,BR008,PRD008,2023-02-04,303930.58,True,False,9.25
LOAN000598,CUST00313,BR011,PRD006,2023-06-03,59942.81,True,False,10.02
LOAN000599,CUST00235,BR015,PRD005,2023-06-05,158377.58,True,False,7.62
LOAN000600,CUST01115,BR004,PRD007,2024-04-07,57937.26,False,False,9.88
LOAN000601,CUST00371,BR008,PRD008,2023-10-06,170547.52,False,False,9.19
LOAN000602,CUST00849,BR005,PRD008,2025-02-25,193394.98,False,False,3.94
LOAN000603,CUST01131,BR014,PRD008,2023-03-23,317163.33,True,False,8.47
LOAN000604,CUST01271,BR001,PRD006,2025-02-09,196541.73,True,False,5.31
LOAN000605,CUST00068,BR005,PRD006,2024-02-16,281705.76,False,False,5.98
LOAN000606,CUST01133,BR005,PRD006,2024-06-03,194270.09,True,False,4.01
LOAN000607,CUST01188,BR003,PRD008,2023-08-29,349982.44,True,False,4.31
LOAN000608,CUST01875,BR005,PRD005,2023-04-24,401096.14,True,False,11.31
LOAN000609,CUST00510,BR001,PRD006,2024-09-16,437048.29,False,False,11.68
LOAN000610,CUST00887,BR007,PRD007,2024-03-12,437190.63,True,False,11.49
LOAN000611,CUST00249,BR007,PRD005,2024-08-08,52403.86,True,False,7.44
LOAN000612,CUST00203,BR009,PRD007,2024-09-16,36118.05,True,False,8.41
LOAN000613,CUST00153,BR009,PRD008,2024-01-26,239331.03,True,False,11.8
LOAN000614,CUST00727,BR004,PRD008,2023-02-04,436423.25,True,False,5.84
LOAN000615,CUST01650,BR003,PRD007,2024-03-14,262876.16,False,False,7.68
LOAN000616,CUST01096,BR015,PRD008,2024-11-01,246937.36,True,False,8.29
LOAN000617,CUST00781,BR001,PRD006,2023-01-31,411527.74,False,False,11.57
LOAN000618,CUST01086,BR001,PRD008,2025-10-06,56986.03,False,False,6.61
LOAN000619,CUST01823,BR010,PRD008,2024-12-18,339243.23,True,False,9.66
LOAN000620,CUST00746,BR013,PRD008,2025-05-13,284774.26,False,False,12.44
LOAN000621,CUST00598,BR014,PRD006,2025-04-12,152946.91,False,False,8.14
LOAN000622,CUST01584,BR011,PRD008,2025-12-31,440659.37,True,False,9.76
LOAN000623,CUST00305,BR001,PRD008,2025-04-24,292608.76,True,False,4.89
LOAN000624,CUST01756,BR009,PRD005,2023-09-05,112502.29,True,False,6.9
LOAN000625,CUST01090,BR008,PRD006,2023-05-24,210251.5,True,False,7.97
LOAN000626,CUST00493,BR009,PRD005,2025-09-29,406157.46,True,False,4.46
LOAN000627,CUST00277,BR011,PRD008,2025-07-27,113261.95,True,False,4.79
LOAN000628,CUST00203,BR008,PRD006,2024-09-23,331419.21,True,False,12.24
LOAN000629,CUST00772,BR005,PRD007,2023-09-20,402494.44,True,False,10.01
LOAN000630,CUST01443,BR007,PRD006,2024-07-14,11642.22,False,False,6.62
LOAN000631,CUST01449,BR004,PRD007,2023-05-19,388900.89,True,False,9.38
LOAN000632,CUST00984,BR005,PRD007,2025-01-28,95901.39,True,False,7.7
LOAN000633,CUST01694,BR014,PRD007,2023-01-13,41387.32,True,False,8.19
LOAN000634,CUST01630,BR015,PRD006,2025-10-07,405660.74,True,False,3.85
LOAN000635,CUST00490,BR012,PRD008,2024-11-14,277023.4,True,True,5.6
LOAN000636,CUST00577,BR011,PRD005,2024-10-24,445692.51,False,False,4.09
LOAN000637,CUST01821,BR011,PRD008,2024-02-13,278546.54,True,False,5.81
LOAN000638,CUST01517,BR005,PRD008,2023-11-28,397343.45,True,False,4.6
LOAN000639,CUST01669,BR015,PRD008,2023-09-02,194305.17,True,False,5.17
LOAN000640,CUST01005,BR012,PRD006,2024-05-22,360150.79,True,False,6.66
LOAN000641,CUST01903,BR009,PRD007,2023-04-06,85647.51,True,False,10.03
LOAN000642,CUST00603,BR013,PRD006,2025-11-27,368113.36,False,False,7.66
LOAN000643,CUST01201,BR006,PRD005,2024-01-23,171724.53,True,False,9.19
LOAN000644,CUST00385,BR013,PRD005,2025-02-20,293825.67,True,False,9.45
LOAN000645,CUST01524,BR001,PRD005,2024-10-21,125539.42,False,False,11.97
LOAN000646,CUST01411,BR006,PRD005,2023-04-03,97623.02,False,False,6.87
LOAN000647,CUST01308,BR011,PRD005,2024-02-14,129094.89,False,False,11.88
LOAN000648,CUST00042,BR006,PRD007,2025-07-26,373109.82,True,False,10.8
LOAN000649,CUST00259,BR014,PRD008,2024-05-20,4110.12,True,False,9.67
LOAN000650,CUST01327,BR003,PRD005,2023-08-15,105162.62,False,False,12.21
LOAN000651,CUST01014,BR007,PRD008,2024-02-23,239776.63,False,False,8.58
LOAN000652,CUST00834,BR006,PRD008,2024-10-28,161704.31,True,False,8.33
LOAN000653,CUST00946,BR007,PRD006,2025-10-23,337882.26,True,False,8.56
LOAN000654,CUST01134,BR014,PRD007,2023-06-13,289285.77,True,False,7.75
LOAN000655,CUST01541,BR008,PRD007,2024-02-21,322947.07,True,False,11.6
LOAN000656,CUST01412,BR006,PRD006,2023-07-23,24870.94,False,False,4.47
LOAN000657,CUST01478,BR007,PRD006,2024-04-15,309152.88,True,False,6.9
LOAN000658,CUST01031,BR003,PRD007,2023-10-11,128165.06,True,False,5.11
LOAN000659,CUST00616,BR010,PRD007,2023-01-11,258541.05,False,False,6.63
LOAN000660,CUST01489,BR001,PRD006,2023-02-10,229566.45,True,False,12.13
LOAN000661,CUST00061,BR002,PRD006,2023-10-20,341703.91,False,False,10.66
LOAN000662,CUST00206,BR015,PRD008,2023-10-15,57640.66,False,False,6.42
LOAN000663,CUST00264,BR015,PRD006,2025-08-20,49593.49,False,False,12.22
