transaction_id,account_sk,customer_sk,branch_sk,product_sk,date_id,amount,transaction_type,channel,is_fraud_flag
TXN00008033,1595,726,1,7,20230301,50.74,transfer,online,False
TXN00008034,1786,202,9,3,20250304,20.83,withdrawal,branch,False
TXN00008035,2109,1010,7,7,20240914,284.71,payment,online,False
TXN00008036,1938,1024,6,7,20250313,-18.76,withdrawal,online,False
TXN00008037,268,1594,5,2,20250103,56.99,withdrawal,online,False
TXN00008038,1101,530,11,2,20230425,347.72,transfer,atm,False
TXN00008039,92,32,15,1,20240703,76.57,transfer,branch,False
TXN00008040,466,101,7,8,20240416,650.45,deposit,atm,False
TXN00008041,2600,1668,6,7,20251116,-701.79,withdrawal,atm,False
TXN00008042,923,1320,10,8,20231018,56.22,payment,atm,False
TXN00008043,1954,1442,10,7,20251015,7.53,deposit,branch,False
TXN00008044,981,711,3,5,20251129,219.78,withdrawal,mobile,False
TXN00008045,511,589,15,4,20251107,-107.93,deposit,online,False
TXN00008046,1631,1856,11,8,20240517,19.12,transfer,mobile,False
TXN00008047,2341,1715,6,3,20241104,221.29,withdrawal,online,False
TXN00008048,1315,1554,13,3,20251202,5.7,withdrawal,atm,False
TXN00008049,2286,692,6,7,20250908,367.51,withdrawal,online,False
TXN00008050,933,41,9,6,20241202,26.87,withdrawal,mobile,False
TXN00008051,1359,1892,8,4,20251114,24.51,deposit,online,False
TXN00008052,68,591,7,2,20230914,-34.77,transfer,online,False
TXN00008053,606,322,8,6,20251210,580.6,transfer,atm,False
TXN00008054,2529,570,5,3,20250425,-212.66,withdrawal,mobile,False
TXN00008055,366,332,14,2,20231227,290.94,deposit,online,False
TXN00008056,3184,963,4,4,20241005,91.24,transfer,atm,False
TXN00008057,3133,1409,12,6,20240301,-73.79,withdrawal,online,False
TXN00008058,2534,1252,14,4,20241225,48.1,payment,online,False
TXN00008059,2102,54,9,7,20241218,117.93,deposit,atm,False
TXN00008060,1453,1273,12,5,20231213,144.46,payment,mobile,False
TXN00008061,814,1994,9,7,20230524,179.83,deposit,online,False
TXN00008062,538,356,13,3,20240930,53.5,payment,mobile,False
TXN00008063,2746,1637,10,5,20230224,534.45,deposit,mobile,False
TXN00008064,173,1707,3,4,20240114,-33.49,withdrawal,branch,False
TXN00008065,3150,813,6,5,20250218,-606.82,withdrawal,online,False
TXN00008066,2173,692,2,6,20250220,2.69,payment,online,False
TXN00008067,3,896,9,4,20240902,118.1,deposit,online,False
TXN00008068,2965,353,2,6,20250107,72.99,transfer,mobile,False
TXN00008069,2243,1337,6,3,20240325,107.32,withdrawal,branch,False
TXN00008070,798,2176,5,1,20250709,-152.19,payment,mobile,False
TXN00008071,2660,786,2,1,20251027,102.96,transfer,online,False
TXN00008072,2826,1094,2,1,20230415,96.46,transfer,branch,False
TXN00008073,1348,1836,12,1,20250411,237.5,payment,atm,False
TXN00008074,2620,1516,12,4,20230410,208.43,withdrawal,mobile,False
TXN00008075,2244,242,7,2,20250505,322.45,withdrawal,mobile,False
TXN00008076,2144,1212,11,2,20251226,51.77,transfer,atm,False
TXN00008077,2253,813,3,4,20241106,169.27,payment,online,False
TXN00008078,1374,716,6,4,20240408,158.39,transfer,branch,False
TXN00008079,810,1707,8,7,20250719,-83.09,payment,branch,False
TXN00008080,9,567,5,5,20240905,119.82,deposit,branch,False
TXN00008081,2302,1563,9,7,20230212,-67.78,withdrawal,mobile,False
TXN00008082,1621,1274,5,5,20251222,27.53,payment,online,False
TXN00008083,1861,129,14,4,20230104,43.3,withdrawal,branch,False
TXN00008084,2940,581,7,2,20240912,20.07,deposit,online,False
TXN00008085,3089,2033,13,7,20250825,206.83,transfer,mobile,False
TXN00008086,1357,1130,14,3,20230711,-194.57,transfer,online,False
TXN00008087,88,679,8,6,20230114,541.43,withdrawal,online,False
TXN00008088,1416,180,13,8,20230910,235.47,deposit,online,False
TXN00008089,3077,2060,14,2,20230318,9.62,transfer,online,False
TXN00008090,858,1241,3,2,20240208,388.13,transfer,branch,False
TXN00008091,851,1647,8,8,20240607,-357.37,transfer,mobile,False
TXN00008092,972,1925,12,7,20230212,105.44,deposit,atm,False
TXN00008093,129,1421,2,4,20250831,-158.68,deposit,atm,False
TXN00008094,2264,1564,3,5,20240726,671.93,payment,mobile,False
TXN00008095,179,2051,3,8,20251120,136.79,transfer,atm,False
TXN00008096,1346,988,9,7,20240407,424.31,withdrawal,atm,False
TXN00008097,2159,388,5,4,20251211,15.6,withdrawal,atm,False
TXN00008098,797,551,13,5,20251107,38.16,deposit,branch,False
TXN00008099,2438,1118,9,4,20250829,-104.61,deposit,online,False
TXN00008100,855,549,1,3,20250329,158.2,withdrawal,online,False
TXN00008101,1151,633,13,4,20240614,304.93,transfer,online,False
TXN00008102,1079,1205,1,4,20250921,800.09,deposit,branch,False
TXN00008103,2425,1655,8,8,20240511,-88.63,payment,online,False
TXN00008104,148,1490,12,5,20250316,8.74,withdrawal,branch,False
TXN00008105,792,503,8,6,20241211,290.76,deposit,atm,False
TXN00008106,2430,37,11,3,20230214,166.91,deposit,atm,False
TXN00008107,705,1975,12,5,20230115,39.84,deposit,mobile,False
TXN00008108,572,111,8,3,20240510,122.91,deposit,online,False
TXN00008109,1449,2153,2,7,20240524,244.08,transfer,online,False
TXN00008110,221,1106,7,8,20231215,264.86,deposit,mobile,False
TXN00008111,3082,1298,15,1,20230127,124.63,withdrawal,online,False
TXN00008112,2314,111,1,4,20251220,-65.55,transfer,mobile,False
TXN00008113,755,1578,13,4,20240721,655.17,withdrawal,online,False
TXN00008114,2308,1276,6,3,20250102,195.97,transfer,online,False
TXN00008115,2302,1563,2,3,20250530,-94.44,withdrawal,atm,False
TXN00008116,3044,282,3,1,20250727,59.25,payment,atm,False
TXN00008117,980,1292,6,8,20241026,236.42,withdrawal,online,False
TXN00008118,1567,531,8,7,20250219,49.92,withdrawal,mobile,False
TXN00008119,929,1644,6,7,20240606,33.91,withdrawal,online,False
TXN00008120,2105,726,12,5,20231002,135.84,withdrawal,atm,False
TXN00008121,811,2170,1,4,20230709,61.65,deposit,online,False
TXN00008122,181,169,11,8,20231201,178.43,transfer,mobile,False
TXN00008123,1111,942,15,8,20240627,22.59,transfer,branch,False
TXN00008124,2610,612,7,1,20251129,191.53,deposit,mobile,False
TXN00008125,2442,1972,4,5,20240905,59.96,payment,online,False
TXN00008126,684,1934,3,4,20240902,-0.04,deposit,branch,False
TXN00008127,1789,1405,8,8,20231023,24.43,deposit,mobile,False
TXN00008128,1219,2213,6,4,20250126,488.21,deposit,branch,False
TXN00008129,1623,1880,14,2,20250216,363.61,deposit,atm,False
TXN00008130,2846,2017,4,7,20241017,-47.89,withdrawal,branch,False
TXN00008131,1347,1196,1,7,20240424,271.22,transfer,atm,False
TXN00008132,547,649,15,8,20240830,168.83,withdrawal,atm,False
TXN00008133,3158,1814,6,2,20240206,636.69,payment,branch,False
TXN00008134,2434,1602,9,8,20250725,84.2,withdrawal,mobile,False
TXN00008135,2815,1499,3,4,20250306,205.92,deposit,branch,False
TXN00008136,132,67,13,5,20240907,11.82,transfer,branch,False
TXN00008137,449,344,1,2,20230120,90.83,transfer,atm,False
TXN00008138,1801,202,11,7,20230903,-597.45,withdrawal,atm,False
TXN00008139,3172,208,3,4,20230926,139.38,payment,online,False
TXN00008140,705,1975,1,8,20250715,61.11,deposit,mobile,False
TXN00008141,1326,1713,3,7,20251120,23.07,payment,mobile,False
TXN00008142,1562,868,7,8,20240427,-218.84,withdrawal,atm,False
TXN00008143,1370,345,3,8,20240724,186.34,deposit,branch,False
TXN00008144,2909,1603,9,1,20241121,-84.3,payment,branch,False
TXN00008145,1518,559,6,4,20230604,542.65,transfer,atm,False
TXN00008146,245,342,8,7,20251201,-4.04,transfer,atm,False
TXN00008147,2025,799,11,5,20250305,-65.16,withdrawal,atm,False
TXN00008148,2452,1553,3,3,20250731,-457.05,payment,branch,False
TXN00008149,2861,291,8,6,20230303,69.67,deposit,branch,False
TXN00008150,816,1903,10,3,20250507,-52.32,transfer,atm,False
TXN00008151,479,1035,2,6,20251215,137.53,deposit,mobile,False
TXN00008152,602,1366,1,1,20230104,-312.51,payment,mobile,False
TXN00008153,17,1511,8,6,20251217,19.6,deposit,branch,False
TXN00008154,973,2117,15,4,20230508,515.71,transfer,mobile,False
TXN00008155,2042,360,10,4,20250914,285.32,payment,online,False
TXN00008156,2957,224,5,8,20231018,36.0,withdrawal,online,False
TXN00008157,2331,1364,11,4,20230508,224.07,withdrawal,atm,False
TXN00008158,2332,2075,8,7,20240426,87.49,deposit,branch,False
TXN00008159,53,341,3,7,20230701,92.64,transfer,branch,False
TXN00008160,1782,333,11,2,20241021,-275.26,withdrawal,atm,False
TXN00008161,2058,2158,2,6,20250311,592.39,transfer,mobile,False
TXN00008162,465,876,7,1,20241105,24.38,withdrawal,branch,False
TXN00008163,909,616,11,2,20250326,98.25,withdrawal,mobile,False
TXN00008164,1418,1263,13,6,20240816,118.03,withdrawal,online,False
TXN00008165,796,1538,7,2,20240408,84.98,withdrawal,mobile,False
TXN00008166,2316,355,3,8,20250614,-81.23,payment,branch,False
TXN00008167,2748,1361,3,7,20250212,-9.66,transfer,mobile,False
TXN00008168,422,424,13,8,20240731,208.24,deposit,atm,False
TXN00008169,533,180,12,1,20231008,103.15,deposit,branch,False
TXN00008170,3152,1030,12,4,20250811,39.0,withdrawal,mobile,False
TXN00008171,2345,961,6,2,20250923,304.74,payment,online,False
TXN00008172,2720,1570,12,2,20240229,-292.02,transfer,atm,False
TXN00008173,856,1100,4,5,20241112,-119.93,transfer,branch,False
TXN00008174,1649,175,12,6,20250217,63.8,transfer,online,False
TXN00008175,1399,1730,5,2,20230509,182.95,transfer,atm,False
TXN00008176,3024,1902,6,8,20230313,61.18,payment,mobile,False
TXN00008177,2000,1444,2,3,20230122,48.46,deposit,mobile,False
TXN00008178,2884,516,1,2,20241201,-236.02,deposit,branch,False
TXN00008179,430,1446,6,5,20240711,7.41,deposit,branch,False
TXN00008180,3120,903,8,2,20240315,17.92,deposit,mobile,False
TXN00008181,2695,288,8,3,20240403,1.23,deposit,mobile,False
TXN00008182,600,1020,12,6,20240202,29.88,withdrawal,branch,False
TXN00008183,924,1236,1,5,20230226,-12.87,withdrawal,branch,False
TXN00008184,2124,1417,5,6,20231223,-985.18,deposit,atm,False
TXN00008185,1228,1986,5,8,20250519,61.35,deposit,online,False
TXN00008186,2952,490,9,7,20231025,29.1,payment,mobile,False
TXN00008187,674,1587,4,6,20231002,49.63,payment,branch,False
TXN00008188,1225,1132,12,3,20250726,495.15,withdrawal,atm,False
TXN00008189,2711,284,1,6,20231129,132.17,transfer,online,False
TXN00008190,371,1357,5,8,20250822,-81.69,payment,online,False
TXN00008191,432,1953,2,7,20240812,372.0,transfer,branch,False
TXN00008192,1284,862,9,1,20240419,90.45,transfer,branch,False
TXN00008193,387,1358,14,6,20250825,73.44,transfer,atm,False
TXN00008194,1549,1010,8,3,20240712,41.81,withdrawal,online,False
TXN00008195,884,1790,15,4,20241130,85.41,withdrawal,atm,False
TXN00008196,2726,2134,8,6,20230105,-68.54,transfer,mobile,False
TXN00008197,1339,950,9,7,20240304,203.59,withdrawal,atm,False
TXN00008198,1961,2133,2,7,20230518,61.54,withdrawal,online,False
TXN00008199,900,1058,7,1,20251210,-154.95,transfer,online,False
TXN00008200,1737,74,2,8,20250707,12.27,deposit,online,False
TXN00008201,649,365,8,1,20230707,-38.22,payment,online,False
TXN00008202,264,2118,10,1,20230824,94.18,payment,mobile,False
TXN00008203,2238,751,10,5,20250318,497.49,payment,online,False
TXN00008204,2102,54,10,5,20231018,85.25,transfer,mobile,False
TXN00008205,1314,419,1,5,20231121,-196.36,transfer,atm,False
TXN00008206,2527,713,12,3,20250130,53.01,transfer,atm,False
TXN00008207,1688,1939,15,6,20240801,24.45,deposit,mobile,False
TXN00008208,1514,616,5,4,20240131,-10.86,deposit,atm,False
TXN00008209,281,682,9,3,20240501,65.6,payment,atm,False
TXN00008210,197,2143,14,4,20250621,30.88,deposit,mobile,False
TXN00008211,1962,1758,5,2,20250912,-34.41,deposit,mobile,False
TXN00008212,2859,827,2,1,20241230,257.45,withdrawal,mobile,False
TXN00008213,1828,1059,3,4,20230213,2.87,withdrawal,online,False
TXN00008214,2603,783,15,4,20250319,146.88,withdrawal,mobile,False
TXN00008215,2114,599,12,7,20230122,-85.89,withdrawal,mobile,False
TXN00008216,2952,490,9,2,20240327,127.14,withdrawal,online,False
TXN00008217,1801,202,7,1,20240201,148.94,transfer,branch,False
TXN00008218,29,57,10,5,20250601,67.67,payment,mobile,False
TXN00008219,690,657,1,1,20231224,62.95,deposit,branch,False
TXN00008220,3073,519,10,1,20251222,237.96,payment,atm,False
TXN00008221,3082,1298,14,1,20240806,369.02,transfer,branch,False
TXN00008222,2222,2215,7,4,20250824,38.5,payment,mobile,False
TXN00008223,1113,1961,6,4,20231230,18.49,transfer,branch,False
TXN00008224,2156,1347,12,5,20250805,410.54,withdrawal,branch,False
TXN00008225,954,134,1,2,20230805,77.51,withdrawal,mobile,False
TXN00008226,143,391,1,5,20251214,144.26,payment,mobile,False
TXN00008227,3014,494,5,6,20240530,-80.2,transfer,mobile,False
TXN00008228,1911,2140,2,7,20241011,-24.2,transfer,atm,False
TXN00008229,1786,202,6,3,20230412,160.19,transfer,online,False
TXN00008230,2627,1698,14,6,20240506,134.05,withdrawal,online,False
TXN00008231,2815,1499,14,2,20230802,40.84,deposit,branch,False
TXN00008232,2827,1016,12,3,20240701,108.22,payment,mobile,False
TXN00008233,964,1001,9,5,20231202,-286.97,withdrawal,branch,False
TXN00008234,192,1292,12,7,20251027,160.67,deposit,branch,False
TXN00008235,602,1366,5,8,20230316,-18.35,transfer,atm,False
TXN00008236,161,1177,11,6,20250127,-142.94,withdrawal,branch,False
TXN00008237,2670,328,10,5,20240801,218.37,deposit,atm,False
TXN00008238,2456,1625,11,5,20251212,283.25,payment,branch,False
TXN00008239,269,765,13,4,20230207,178.54,deposit,online,False
TXN00008240,123,578,12,4,20240606,-29.82,payment,online,False
TXN00008241,1141,472,3,7,20230519,222.92,transfer,atm,False
TXN00008242,1774,348,15,1,20250507,-203.61,deposit,atm,False
TXN00008243,1811,1286,4,5,20241024,-4.45,deposit,branch,False
TXN00008244,85,1324,5,4,20250616,-95.51,deposit,online,False
TXN00008245,556,499,13,1,20231201,72.88,deposit,atm,False
TXN00008246,2939,1689,10,3,20230826,-199.24,payment,atm,False
TXN00008247,611,558,14,2,20230413,43.83,transfer,online,False
TXN00008248,2438,1118,7,1,20240711,160.87,payment,atm,False
TXN00008249,1045,855,7,5,20240507,439.96,payment,atm,False
TXN00008250,1948,1484,6,3,20240910,-287.73,withdrawal,atm,False
TXN00008251,520,2197,15,4,20230516,457.94,transfer,mobile,False
TXN00008252,3190,751,12,2,20240808,-691.2,transfer,mobile,False
TXN00008253,675,387,13,7,20250429,1.93,transfer,atm,False
TXN00008254,2328,556,4,1,20240327,175.47,deposit,atm,False
TXN00008255,465,876,5,8,20240815,95.84,transfer,atm,False
TXN00008256,388,141,9,2,20240923,-353.71,withdrawal,atm,False
TXN00008257,208,2143,3,3,20250811,52.22,deposit,mobile,False
TXN00008258,2175,2036,9,8,20251224,713.68,withdrawal,mobile,False
TXN00008259,746,527,6,3,20240306,171.21,withdrawal,mobile,False
TXN00008260,2722,41,3,1,20250814,-283.97,transfer,mobile,False
TXN00008261,1131,1912,11,2,20230605,16.11,transfer,mobile,False
TXN00008262,1124,751,6,6,20240206,36.48,deposit,mobile,False
TXN00008263,2611,164,14,1,20241115,-255.69,deposit,online,False
TXN00008264,2184,1395,10,2,20240310,4.0,withdrawal,online,False
TXN00008265,2176,1985,15,8,20230613,305.57,transfer,online,False
TXN00008266,477,457,11,4,20250416,-2.53,transfer,atm,False
TXN00008267,1073,1894,6,5,20250906,192.67,withdrawal,mobile,False
TXN00008268,3178,1696,15,4,20240308,-81.77,payment,branch,False
TXN00008269,1263,1972,11,6,20251209,170.18,deposit,branch,False
TXN00008270,396,833,5,7,20250614,214.35,deposit,atm,False
TXN00008271,614,760,15,4,20230615,75.47,deposit,mobile,False
TXN00008272,2409,1382,2,6,20231015,20.56,deposit,atm,False
TXN00008273,2778,511,1,1,20230228,12.99,withdrawal,atm,False
TXN00008274,783,1985,3,2,20230411,160.02,payment,atm,False
TXN00008275,1904,1929,4,1,20230731,132.36,deposit,atm,False
TXN00008276,1490,1000,14,1,20250113,244.0,deposit,atm,False
TXN00008277,1378,332,6,6,20230218,128.31,transfer,atm,False
TXN00008278,137,1805,14,2,20230310,98.81,payment,online,False
TXN00008279,1754,1366,13,1,20230410,91.38,transfer,branch,False
TXN00008280,1585,1489,5,7,20250910,4.82,transfer,atm,False
TXN00008281,1573,1391,10,1,20231101,73.59,transfer,online,False
TXN00008282,2183,660,5,2,20251206,671.5,withdrawal,online,False
TXN00008283,385,816,10,2,20231014,372.23,withdrawal,mobile,False
TXN00008284,2006,1711,11,7,20251003,71.92,deposit,branch,False
TXN00008285,2520,2141,15,2,20231231,159.52,deposit,online,False
TXN00008286,2377,700,10,7,20231118,-338.27,deposit,mobile,False
TXN00008287,808,474,15,2,20250906,104.78,withdrawal,atm,False
TXN00008288,824,605,11,6,20231111,-3.26,deposit,atm,False
TXN00008289,1122,1757,7,7,20240503,13.94,payment,atm,False
TXN00008290,3176,29,4,3,20240112,128.55,payment,atm,False
TXN00008291,3160,1321,6,8,20240525,627.85,withdrawal,online,False
TXN00008292,907,1660,3,5,20240513,212.69,deposit,atm,False
TXN00008293,1729,33,5,7,20230703,13.24,payment,atm,False
TXN00008294,2436,1918,8,1,20251112,-37.79,deposit,branch,False
TXN00008295,43,1465,3,8,20240104,265.58,withdrawal,branch,False
TXN00008296,1554,16,8,7,20250715,331.49,withdrawal,atm,False
TXN00008297,749,1475,2,2,20231210,-173.08,withdrawal,atm,False
TXN00008298,1819,327,4,5,20230401,186.12,payment,branch,False
TXN00008299,2331,1364,14,2,20230401,-5.17,transfer,branch,False
TXN00008300,1925,551,6,5,20230324,-317.4,transfer,branch,False
TXN00008301,1162,378,8,3,20240409,279.44,transfer,online,False
TXN00008302,472,1133,15,3,20250421,53.96,withdrawal,branch,False
TXN00008303,2974,2026,11,6,20250810,222.0,deposit,branch,False
TXN00008304,1728,1219,14,1,20250619,43.54,transfer,mobile,False
TXN00008305,600,1020,13,2,20231208,-7.41,payment,online,False
TXN00008306,207,992,13,7,20251026,-40.42,withdrawal,mobile,False
TXN00008307,1459,931,7,4,20250226,35.42,payment,atm,False
TXN00008308,777,1334,9,5,20250813,-74.18,withdrawal,branch,False
TXN00008309,2771,2030,2,2,20231105,97.57,payment,online,False
TXN00008310,43,1465,3,2,20250408,127.87,withdrawal,online,False
TXN00008311,1102,1898,1,5,20241218,116.59,transfer,mobile,False
TXN00008312,2431,1611,12,3,20250324,56.81,deposit,mobile,False
TXN00008313,2218,1915,15,3,20240214,-5.33,payment,branch,False
TXN00008314,2831,2190,9,8,20240105,-167.24,deposit,atm,False
TXN00008315,1173,982,12,2,20250422,-90.68,payment,branch,False
TXN00008316,2456,1625,7,2,20251110,63.86,transfer,branch,False
TXN00008317,2885,282,8,3,20250713,363.05,payment,mobile,False
TXN00008318,3181,1043,1,4,20230119,247.2,payment,branch,False
TXN00008319,504,408,12,5,20230806,-351.05,transfer,online,False
TXN00008320,800,556,9,6,20240903,122.97,transfer,mobile,False
TXN00008321,238,201,12,5,20241003,25.26,transfer,atm,False
TXN00008322,811,2170,11,2,20230916,214.46,payment,branch,False
TXN00008323,2897,2179,13,5,20241124,41.54,deposit,atm,False
TXN00008324,1702,372,1,8,20230728,-104.76,deposit,atm,False
TXN00008325,1465,525,3,4,20230612,12.1,withdrawal,mobile,False
TXN00008326,1423,1086,10,8,20241103,-314.05,payment,online,False
TXN00008327,1900,953,14,2,20240102,24.23,deposit,atm,False
TXN00008328,2083,1884,3,3,20251106,420.13,payment,mobile,False
TXN00008329,2677,683,6,3,20240607,359.42,payment,atm,False
TXN00008330,789,51,8,3,20250518,-112.45,withdrawal,mobile,False
TXN00008331,185,2095,5,6,20230529,245.52,withdrawal,branch,False
TXN00008332,3036,2156,3,7,20240512,173.9,payment,atm,False
TXN00008333,10,477,4,8,20230517,292.49,transfer,branch,False
TXN00008334,1195,906,4,7,20241106,101.75,transfer,mobile,False
TXN00008335,2661,113,2,3,20250309,277.36,withdrawal,branch,False
TXN00008336,4,1463,11,7,20241020,111.73,deposit,atm,False
TXN00008337,1883,1441,10,5,20250820,509.33,deposit,branch,False
TXN00008338,2146,246,12,2,20251022,119.93,payment,branch,False
TXN00008339,275,2074,14,4,20251007,111.79,transfer,mobile,False
TXN00008340,45,569,15,2,20230930,276.74,payment,atm,False
TXN00008341,2740,1314,13,1,20230606,310.25,deposit,atm,False
TXN00008342,2830,2043,1,3,20230322,145.54,transfer,branch,False
TXN00008343,1618,1997,14,8,20250123,35.68,payment,atm,False
TXN00008344,882,1038,7,2,20251216,113.52,deposit,branch,False
TXN00008345,391,2127,1,1,20231123,-619.97,deposit,atm,False
TXN00008346,3083,349,3,7,20241116,251.7,transfer,online,False
TXN00008347,1770,1996,12,3,20230427,300.04,deposit,branch,False
TXN00008348,1643,747,4,1,20240522,6.01,payment,mobile,False
TXN00008349,1450,622,3,8,20240505,113.55,transfer,branch,False
TXN00008350,2888,1101,12,1,20230513,187.24,withdrawal,branch,False
TXN00008351,2819,1958,10,2,20230923,-318.99,transfer,atm,False
TXN00008352,611,558,5,5,20251213,-9.1,withdrawal,mobile,False
TXN00008353,398,2166,2,6,20230508,344.43,deposit,branch,False
TXN00008354,952,2212,12,8,20231102,143.09,transfer,atm,False
TXN00008355,2358,1423,14,4,20241231,39.56,payment,online,False
TXN00008356,333,2148,10,4,20250730,-68.69,payment,atm,False
TXN00008357,1825,1096,2,5,20240110,59.61,payment,atm,False
TXN00008358,2090,1304,15,2,20240220,136.23,payment,atm,False
TXN00008359,1690,2024,13,8,20230120,9.55,withdrawal,online,False
TXN00008360,649,365,12,2,20250313,31.07,payment,atm,False
TXN00008361,1752,1470,11,4,20251201,301.5,payment,mobile,False
TXN00008362,990,513,4,3,20240803,25.61,transfer,atm,False
TXN00008363,1753,2169,7,1,20240612,-47.84,transfer,atm,False
TXN00008364,2792,1024,4,8,20230926,108.72,deposit,mobile,False
TXN00008365,2856,1358,6,7,20240117,131.04,transfer,branch,False
TXN00008366,3130,398,7,1,20240221,259.61,payment,branch,False
TXN00008367,1867,1968,1,2,20240717,106.74,transfer,online,False
TXN00008368,2527,713,4,8,20231103,280.8,payment,atm,False
TXN00008369,729,570,15,1,20240417,173.38,transfer,mobile,False
TXN00008370,3181,1043,10,2,20231211,21.6,payment,online,False
TXN00008371,1634,1774,9,6,20240527,30.6,withdrawal,atm,False
TXN00008372,2958,1819,6,4,20250704,103.42,payment,branch,False
TXN00008373,3123,1575,10,6,20251013,91.02,transfer,online,False
TXN00008374,901,614,1,4,20240902,244.94,withdrawal,atm,False
TXN00008375,2853,544,15,6,20250611,-156.47,transfer,mobile,False
TXN00008376,603,421,14,3,20241226,-88.42,withdrawal,mobile,False
TXN00008377,2204,1974,13,7,20231030,33.7,payment,branch,False
TXN00008378,18,2049,14,8,20251028,46.31,deposit,online,False
TXN00008379,2410,731,5,4,20230614,-154.23,deposit,mobile,False
TXN00008380,1181,1618,3,4,20230112,-99.12,payment,online,False
TXN00008381,1025,1062,12,5,20251225,-130.22,payment,online,False
TXN00008382,2301,249,12,5,20241222,33.69,payment,mobile,False
TXN00008383,277,1758,14,7,20240630,195.73,transfer,atm,False
TXN00008384,2653,739,15,2,20230328,-344.55,deposit,online,False
TXN00008385,1152,1360,7,7,20250830,53.7,withdrawal,branch,False
TXN00008386,195,1034,14,8,20230530,121.74,transfer,atm,False
TXN00008387,2036,450,11,7,20250204,667.84,withdrawal,online,False
TXN00008388,679,1677,11,3,20240229,72.96,transfer,atm,False
TXN00008389,1414,1628,3,4,20251009,162.72,payment,atm,False
TXN00008390,2804,508,7,7,20231115,17.01,withdrawal,branch,False
TXN00008391,1592,2043,9,6,20231126,167.66,deposit,mobile,False
TXN00008392,771,885,10,6,20250804,16.9,withdrawal,atm,False
TXN00008393,1480,423,6,7,20240303,575.99,transfer,branch,False
TXN00008394,1888,222,6,8,20250816,226.37,deposit,atm,False
TXN00008395,2910,1034,3,5,20230309,279.35,deposit,mobile,False
TXN00008396,552,1713,3,7,20240321,-219.19,transfer,branch,False
TXN00008397,848,287,7,4,20230121,160.37,payment,online,False
TXN00008398,168,275,7,8,20250826,107.58,withdrawal,branch,False
TXN00008399,2878,696,2,2,20231218,-351.82,payment,mobile,False
TXN00008400,832,1719,3,8,20240402,565.69,transfer,mobile,False
TXN00008401,2206,1908,15,3,20251105,124.42,transfer,online,False
TXN00008402,1336,1296,14,6,20240405,482.66,payment,mobile,False
TXN00008403,910,510,2,2,20230218,-157.58,withdrawal,online,False
TXN00008404,1122,1757,13,7,20240813,139.14,deposit,mobile,False
TXN00008405,468,975,9,4,20250311,109.08,deposit,online,False
TXN00008406,3062,1159,10,3,20251204,42.27,deposit,atm,False
TXN00008407,265,2,11,2,20251224,0.67,withdrawal,atm,False
TXN00008408,2328,556,10,2,20240723,-49.76,deposit,branch,False
TXN00008409,2269,639,9,2,20230805,128.3,payment,mobile,False
TXN00008410,1111,942,6,1,20230114,-86.03,withdrawal,branch,False
TXN00008411,2465,803,10,4,20250519,-107.12,payment,atm,False
TXN00008412,1679,2040,12,2,20250910,-710.09,deposit,atm,False
TXN00008413,2509,461,15,1,20241225,77.62,withdrawal,atm,False
TXN00008414,653,404,15,2,20231125,108.33,payment,atm,False
TXN00008415,1979,1887,7,3,20250506,25.8,transfer,branch,False
TXN00008416,2043,2057,14,1,20251006,8.85,payment,branch,False
TXN00008417,300,1674,4,2,20250116,268.83,payment,branch,False
TXN00008418,2161,1934,9,8,20230117,152.2,withdrawal,online,False
TXN00008419,3179,2055,15,8,20230812,-257.41,withdrawal,atm,False
TXN00008420,2031,1385,1,1,20231031,29.22,transfer,mobile,False
TXN00008421,676,1020,9,1,20250512,152.68,deposit,mobile,False
TXN00008422,548,82,1,8,20241123,52.66,deposit,branch,False
TXN00008423,2598,1145,14,1,20230404,46.59,payment,branch,False
TXN00008424,2475,1154,12,7,20250617,-2.09,deposit,branch,False
TXN00008425,678,621,11,4,20230626,25.14,withdrawal,branch,False
TXN00008426,2446,1834,1,2,20240510,66.6,payment,online,False
TXN00008427,878,1130,8,8,20230102,-22.37,withdrawal,atm,False
TXN00008428,308,1292,9,3,20250930,766.55,deposit,atm,False
TXN00008429,2986,226,7,2,20240202,66.44,transfer,branch,False
TXN00008430,842,1073,7,4,20240731,25.13,transfer,mobile,False
TXN00008431,1126,1344,8,1,20251028,39.96,payment,branch,False
TXN00008432,2187,132,10,2,20231115,159.48,deposit,atm,False
TXN00008433,864,695,10,6,20240615,11.91,deposit,atm,False
TXN00008434,399,2039,1,7,20240224,357.06,withdrawal,mobile,False
TXN00008435,2811,325,11,6,20251216,-586.28,deposit,online,False
TXN00008436,2906,2073,11,4,20230726,51.0,withdrawal,online,False
TXN00008437,1991,784,14,6,20230114,107.64,transfer,online,False
TXN00008438,1686,655,1,4,20250710,-4.03,deposit,atm,False
TXN00008439,484,1085,11,6,20230320,184.25,transfer,online,False
TXN00008440,2628,621,8,4,20240114,96.18,payment,mobile,False
TXN00008441,2628,621,6,6,20230315,56.66,transfer,atm,False
TXN00008442,1735,1839,1,4,20230801,-41.71,payment,mobile,False
TXN00008443,523,651,12,1,20251027,191.05,payment,online,False
TXN00008444,2816,2000,7,2,20250809,96.88,payment,branch,False
TXN00008445,1583,2018,11,6,20240304,35.65,transfer,atm,False
