account_sk,account_id,customer_id,branch_id,account_type,open_date,status
812,ACC000812,CUST00685,BR014,savings,2025-02-08,active
813,ACC000813,CUST00999,BR010,chequing,2025-01-01,active
814,ACC000814,CUST01797,BR002,chequing,2025-02-16,active
815,ACC000815,CUST00805,BR011,credit,2023-03-29,active
816,ACC000816,CUST01717,BR009,chequing,2025-08-23,active
817,ACC000817,CUST00936,BR001,chequing,2025-05-13,dormant
818,ACC000818,CUST01332,BR007,savings,2023-01-10,active
819,ACC000819,CUST00511,BR005,chequing,2025-12-03,active
820,ACC000820,CUST01654,BR005,savings,2023-05-21,active
821,ACC000821,CUST01399,BR007,chequing,2023-03-13,closed
822,ACC000822,CUST01277,BR012,savings,2024-10-24,active
823,ACC000823,CUST00420,BR006,credit,2024-09-05,active
824,ACC000824,CUST00544,BR001,savings,2023-09-12,active
825,ACC000825,CUST01371,BR009,credit,2023-01-03,active
826,ACC000826,CUST00439,BR001,savings,2023-10-20,active
827,ACC000827,CUST00428,BR007,chequing,2025-11-08,closed
828,ACC000828,CUST00540,BR011,savings,2024-07-08,active
829,ACC000829,CUST01084,BR013,credit,2024-04-15,active
830,ACC000830,CUST01627,BR004,chequing,2025-04-23,active
831,ACC000831,CUST00092,BR007,savings,2025-04-03,active
832,ACC000832,CUST01549,BR014,credit,2023-01-08,active
833,ACC000833,CUST00355,BR009,credit,2024-07-23,closed
834,ACC000834,CUST01043,BR008,savings,2024-10-17,active
835,ACC000835,CUST00719,BR002,credit,2024-04-30,active
836,ACC000836,CUST01571,BR006,credit,2025-07-18,active
837,ACC000837,CUST01006,BR002,savings,2024-06-28,closed
838,ACC000838,CUST00044,BR011,savings,2023-09-03,active
839,ACC000839,CUST01552,BR007,savings,2023-03-13,active
840,ACC000840,CUST01940,BR004,credit,2025-10-28,active
841,ACC000841,CUST01846,BR002,credit,2025-10-07,active
842,ACC000842,CUST00963,BR008,credit,2025-01-05,dormant
843,ACC000843,CUST00456,BR012,chequing,2024-03-15,active
844,ACC000844,CUST01559,BR008,savings,2023-01-29,active
845,ACC000845,CUST00194,BR004,credit,2023-01-18,active
846,ACC000846,CUST01276,BR015,chequing,2024-12-15,active
847,ACC000847,CUST01692,BR011,savings,2023-02-17,active
848,ACC000848,CUST00262,BR007,chequing,2024-12-15,active
849,ACC000849,CUST00342,BR001,savings,2023-05-19,active
850,ACC000850,CUST00349,BR014,chequing,2023-06-24,active
851,ACC000851,CUST01484,BR011,savings,2025-07-11,active
852,ACC000852,CUST00015,BR005,savings,2023-05-16,active
853,ACC000853,CUST01449,BR012,savings,2024-07-11,active
854,ACC000854,CUST00441,BR003,savings,2025-01-30,dormant
855,ACC000855,CUST00492,BR014,credit,2023-06-04,active
856,ACC000856,CUST00989,BR012,credit,2024-09-25,active
857,ACC000857,CUST01300,BR015,chequing,2023-10-23,active
858,ACC000858,CUST01115,BR008,chequing,2025-08-30,active
859,ACC000859,CUST00799,BR005,credit,2025-04-13,active
860,ACC000860,CUST00364,BR006,chequing,2025-10-12,active
861,ACC000861,CUST01625,BR003,chequing,2024-08-16,active
862,ACC000862,CUST01705,BR015,credit,2024-03-14,active
863,ACC000863,CUST00205,BR002,credit,2023-04-16,active
864,ACC000864,CUST00626,BR007,credit,2025-06-02,active
865,ACC000865,CUST00782,BR004,chequing,2025-08-30,active
866,ACC000866,CUST01119,BR007,savings,2023-12-14,active
867,ACC000867,CUST01905,BR003,chequing,2023-03-07,active
868,ACC000868,CUST01597,BR013,chequing,2025-03-11,closed
869,ACC000869,CUST00849,BR012,chequing,2023-05-24,active
870,ACC000870,CUST00403,BR007,credit,2023-03-05,active
871,ACC000871,CUST00953,BR008,credit,2024-10-03,active
872,ACC000872,CUST00197,BR008,chequing,2023-10-07,active
873,ACC000873,CUST01635,BR010,chequing,2023-02-23,active
874,ACC000874,CUST00443,BR010,savings,2023-07-03,active
875,ACC000875,CUST01595,BR001,credit,2025-07-13,active
876,ACC000876,CUST00192,BR002,chequing,2025-02-18,active
877,ACC000877,CUST01523,BR009,savings,2023-06-04,active
878,ACC000878,CUST01016,BR003,chequing,2023-09-03,active
879,ACC000879,CUST01687,BR005,savings,2024-07-26,active
880,ACC000880,CUST01623,BR002,savings,2023-08-16,active
881,ACC000881,CUST01121,BR013,chequing,2025-08-28,active
882,ACC000882,CUST00932,BR005,savings,2024-05-16,active
883,ACC000883,CUST00297,BR014,chequing,2024-09-09,active
884,ACC000884,CUST01611,BR015,chequing,2024-01-12,active
885,ACC000885,CUST00191,BR011,savings,2023-02-01,active
886,ACC000886,CUST00371,BR004,credit,2024-07-06,active
887,ACC000887,CUST00291,BR012,credit,2023-02-04,active
888,ACC000888,CUST00625,BR012,savings,2025-08-29,closed
889,ACC000889,CUST00770,BR010,chequing,2024-03-02,active
890,ACC000890,CUST00862,BR011,credit,2024-12-24,active
891,ACC000891,CUST00461,BR015,chequing,2025-08-21,active
892,ACC000892,CUST01335,BR008,credit,2024-09-06,active
893,ACC000893,CUST00050,BR011,chequing,2024-07-07,closed
894,ACC000894,CUST01695,BR012,savings,2024-12-19,active
895,ACC000895,CUST00076,BR003,chequing,2023-08-06,active
896,ACC000896,CUST00227,BR006,credit,2023-07-06,active
897,ACC000897,CUST00881,BR009,savings,2024-08-07,active
898,ACC000898,CUST01644,BR009,savings,2024-06-06,active
899,ACC000899,CUST00877,BR013,credit,2025-05-12,active
900,ACC000900,CUST00950,BR007,chequing,2023-01-20,active
901,ACC000901,CUST00552,BR005,savings,2024-06-14,active
902,ACC000902,CUST01535,BR004,savings,2023-07-01,dormant
903,ACC000903,CUST00225,BR010,chequing,2025-10-01,active
904,ACC000904,CUST01734,BR010,chequing,2023-06-25,active
905,ACC000905,CUST00090,BR001,savings,2025-12-19,closed
906,ACC000906,CUST01574,BR015,chequing,2025-03-15,active
907,ACC000907,CUST01496,BR011,chequing,2024-02-09,active
908,ACC000908,CUST00472,BR005,credit,2024-07-04,active
909,ACC000909,CUST00554,BR008,chequing,2025-10-29,active
910,ACC000910,CUST00459,BR010,credit,2025-04-20,active
911,ACC000911,CUST00885,BR003,chequing,2023-01-20,active
912,ACC000912,CUST00341,BR004,credit,2025-10-03,active
913,ACC000913,CUST01521,BR003,chequing,2025-01-05,closed
914,ACC000914,CUST00004,BR015,chequing,2024-03-22,active
915,ACC000915,CUST00043,BR001,credit,2025-11-28,active
916,ACC000916,CUST01625,BR005,credit,2025-04-05,active
917,ACC000917,CUST01216,BR002,credit,2023-01-10,active
918,ACC000918,CUST01068,BR010,credit,2023-07-04,active
919,ACC000919,CUST00244,BR007,chequing,2023-02-17,active
920,ACC000920,CUST01753,BR014,chequing,2025-02-26,active
921,ACC000921,CUST01519,BR011,chequing,2024-04-26,active
922,ACC000922,CUST01013,BR004,savings,2025-12-25,closed
923,ACC000923,CUST01183,BR012,savings,2023-04-02,active
924,ACC000924,CUST01110,BR013,credit,2024-11-20,active
925,ACC000925,CUST01726,BR002,credit,2025-05-20,active
926,ACC000926,CUST00529,BR007,chequing,2023-03-25,active
927,ACC000927,CUST01887,BR010,credit,2025-11-20,active
928,ACC000928,CUST00449,BR004,savings,2023-09-01,closed
929,ACC000929,CUST01481,BR014,chequing,2025-07-01,active
930,ACC000930,CUST00197,BR009,chequing,2024-10-13,active
931,ACC000931,CUST01238,BR009,credit,2025-01-26,active
932,ACC000932,CUST00676,BR009,chequing,2024-09-24,active
933,ACC000933,CUST00038,BR004,credit,2024-06-16,active
934,ACC000934,CUST01362,BR001,chequing,2025-01-13,active
935,ACC000935,CUST01562,BR004,savings,2025-04-25,active
936,ACC000936,CUST00915,BR006,savings,2024-05-27,active
937,ACC000937,CUST01824,BR012,savings,2025-04-08,active
938,ACC000938,CUST00304,BR012,chequing,2023-07-15,active
939,ACC000939,CUST00283,BR005,credit,2023-02-02,active
940,ACC000940,CUST01447,BR013,credit,2023-07-07,active
941,ACC000941,CUST00312,BR015,chequing,2024-03-31,active
942,ACC000942,CUST01222,BR015,savings,2023-01-03,active
943,ACC000943,CUST01825,BR007,chequing,2023-03-10,active
944,ACC000944,CUST01026,BR015,chequing,2025-10-14,active
945,ACC000945,CUST00666,BR015,chequing,2025-08-15,active
946,ACC000946,CUST01870,BR006,credit,2024-01-30,active
947,ACC000947,CUST00328,BR015,chequing,2024-12-06,dormant
948,ACC000948,CUST00036,BR001,savings,2023-06-28,active
949,ACC000949,CUST00194,BR013,credit,2023-10-13,active
950,ACC000950,CUST00680,BR002,credit,2023-08-26,active
951,ACC000951,CUST01922,BR002,credit,2023-12-28,active
952,ACC000952,CUST01996,BR006,savings,2023-02-06,active
953,ACC000953,CUST01775,BR015,savings,2023-08-23,closed
954,ACC000954,CUST00125,BR008,credit,2023-12-21,active
955,ACC000955,CUST00542,BR007,savings,2023-02-18,active
956,ACC000956,CUST00262,BR009,chequing,2025-12-05,active
957,ACC000957,CUST00178,BR001,chequing,2023-12-26,active
958,ACC000958,CUST01852,BR003,credit,2025-05-24,active
959,ACC000959,CUST00184,BR003,chequing,2024-06-25,closed
960,ACC000960,CUST01465,BR006,chequing,2025-10-16,active
961,ACC000961,CUST00892,BR013,savings,2024-04-04,dormant
962,ACC000962,CUST01581,BR015,credit,2024-06-13,active
963,ACC000963,CUST01486,BR001,savings,2023-12-30,closed
964,ACC000964,CUST00901,BR007,chequing,2024-09-06,active
965,ACC000965,CUST01980,BR001,chequing,2023-06-30,active
966,ACC000966,CUST00015,BR006,savings,2024-02-24,dormant
967,ACC000967,CUST00634,BR008,chequing,2024-06-15,active
968,ACC000968,CUST01144,BR007,chequing,2025-10-02,dormant
969,ACC000969,CUST01096,BR003,chequing,2024-10-12,active
970,ACC000970,CUST01535,BR011,chequing,2025-07-28,active
971,ACC000971,CUST00376,BR007,savings,2023-01-08,active
972,ACC000972,CUST01736,BR007,credit,2025-03-04,closed
973,ACC000973,CUST01909,BR012,savings,2023-11-09,closed
974,ACC000974,CUST00566,BR002,credit,2025-06-24,closed
975,ACC000975,CUST00838,BR014,credit,2025-06-24,active
976,ACC000976,CUST01730,BR005,credit,2024-08-23,active
977,ACC000977,CUST01700,BR002,credit,2023-11-23,active
978,ACC000978,CUST01309,BR004,savings,2023-01-31,active
979,ACC000979,CUST01997,BR015,chequing,2025-11-11,active
980,ACC000980,CUST01159,BR008,savings,2023-10-26,active
981,ACC000981,CUST00642,BR014,savings,2024-03-05,active
982,ACC000982,CUST00630,BR012,savings,2025-02-13,active
983,ACC000983,CUST01941,BR002,chequing,2023-06-27,active
984,ACC000984,CUST01305,BR007,savings,2024-12-30,active
985,ACC000985,CUST00526,BR010,chequing,2023-02-05,dormant
986,ACC000986,CUST01352,BR012,savings,2024-08-02,active
987,ACC000987,CUST00181,BR013,chequing,2023-07-27,active
988,ACC000988,CUST01255,BR008,chequing,2023-06-14,active
989,ACC000989,CUST00950,BR004,chequing,2025-05-28,active
990,ACC000990,CUST00462,BR006,credit,2024-08-11,active
991,ACC000991,CUST01770,BR009,chequing,2023-05-13,active
992,ACC000992,CUST00568,BR010,savings,2023-02-17,dormant
993,ACC000993,CUST00830,BR005,chequing,2024-12-12,active
994,ACC000994,CUST01673,BR002,chequing,2024-01-08,active
995,ACC000995,CUST01670,BR015,savings,2024-09-28,active
996,ACC000996,CUST01536,BR005,chequing,2024-01-17,active
997,ACC000997,CUST00061,BR002,credit,2025-04-02,active
998,ACC000998,CUST01252,BR012,credit,2025-05-18,active
999,ACC000999,CUST01938,BR004,savings,2023-10-19,active
1000,ACC001000,CUST01496,BR011,credit,2025-02-27,active
1001,ACC001001,CUST00120,BR004,chequing,2023-05-08,dormant
1002,ACC001002,CUST00413,BR002,credit,2025-07-03,active
1003,ACC001003,CUST01213,BR010,credit,2023-04-12,active
1004,ACC001004,CUST01654,BR005,chequing,2023-01-28,active
1005,ACC001005,CUST01883,BR015,savings,2023-08-28,active
1006,ACC001006,CUST01537,BR012,savings,2023-07-22,active
1007,ACC001007,CUST00956,BR013,credit,2025-04-29,active
1008,ACC001008,CUST01535,BR002,credit,2025-03-05,closed
1009,ACC001009,CUST00319,BR013,savings,2023-04-15,active
1010,ACC001010,CUST00530,BR002,credit,2024-08-06,active
1011,ACC001011,CUST01303,BR008,credit,2024-11-04,closed
1012,ACC001012,CUST01887,BR001,credit,2023-09-04,active
1013,ACC001013,CUST01963,BR008,savings,2024-04-02,active
1014,ACC001014,CUST00340,BR012,chequing,2023-02-16,active
1015,ACC001015,CUST00341,BR009,credit,2025-06-27,active
1016,ACC001016,CUST00008,BR008,chequing,2025-08-16,active
1017,ACC001017,CUST00116,BR012,chequing,2025-08-16,active
1018,ACC001018,CUST00851,BR002,savings,2023-02-26,active
1019,ACC001019,CUST01049,BR002,credit,2025-08-20,dormant
1020,ACC001020,CUST00317,BR003,chequing,2025-02-25,active
1021,ACC001021,CUST01005,BR013,chequing,2024-02-10,active
1022,ACC001022,CUST01716,BR004,chequing,2025-07-05,closed
1023,ACC001023,CUST01147,BR014,chequing,2023-01-15,active
1024,ACC001024,CUST00588,BR009,chequing,2025-01-20,active
1025,ACC001025,CUST00954,BR014,credit,2023-03-06,active
1026,ACC001026,CUST01334,BR005,credit,2024-08-23,active
1027,ACC001027,CUST01573,BR003,chequing,2025-03-20,dormant
1028,ACC001028,CUST00333,BR014,chequing,2025-03-11,active
1029,ACC001029,CUST01617,BR007,credit,2025-02-22,active
1030,ACC001030,CUST01735,BR008,savings,2025-03-26,active
1031,ACC001031,CUST00041,BR007,savings,2024-12-31,active
1032,ACC001032,CUST01270,BR012,chequing,2024-05-18,active
1033,ACC001033,CUST01873,BR015,savings,2023-10-18,active
1034,ACC001034,CUST00113,BR012,chequing,2025-04-12,closed
1035,ACC001035,CUST01687,BR003,savings,2023-05-29,active
1036,ACC001036,CUST01901,BR001,chequing,2024-02-09,active
1037,ACC001037,CUST01928,BR014,credit,2025-12-06,active
1038,ACC001038,CUST01829,BR013,chequing,2024-07-31,active
1039,ACC001039,CUST01440,BR012,credit,2023-08-19,active
1040,ACC001040,CUST01773,BR004,credit,2023-10-08,active
1041,ACC001041,CUST01752,BR005,credit,2023-05-16,active
1042,ACC001042,CUST00021,BR005,chequing,2025-05-20,active
1043,ACC001043,CUST01658,BR002,chequing,2024-10-09,closed
1044,ACC001044,CUST00096,BR003,chequing,2025-01-24,closed
1045,ACC001045,CUST00773,BR008,credit,2025-01-16,active
1046,ACC001046,CUST01463,BR009,savings,2024-08-18,active
1047,ACC001047,CUST01627,BR004,chequing,2024-11-06,active
1048,ACC001048,CUST01127,BR002,chequing,2023-01-07,active
1049,ACC001049,CUST01680,BR002,savings,2025-10-18,active
1050,ACC001050,CUST01575,BR003,savings,2025-11-01,active
1051,ACC001051,CUST01199,BR013,savings,2023-09-08,active
1052,ACC001052,CUST00506,BR009,savings,2024-10-19,active
1053,ACC001053,CUST01873,BR014,chequing,2023-10-08,active
1054,ACC001054,CUST00157,BR015,savings,2025-10-06,active
1055,ACC001055,CUST00202,BR003,chequing,2025-02-01,active
1056,ACC001056,CUST01020,BR009,chequing,2024-11-30,active
1057,ACC001057,CUST00317,BR007,credit,2023-04-04,active
1058,ACC001058,CUST01664,BR010,savings,2023-11-26,active
1059,ACC001059,CUST00786,BR001,chequing,2024-08-28,active
1060,ACC001060,CUST00892,BR013,credit,2025-01-27,active
1061,ACC001061,CUST00866,BR013,savings,2025-08-17,active
1062,ACC001062,CUST00734,BR002,savings,2023-07-28,active
1063,ACC001063,CUST00417,BR001,credit,2025-08-07,active
1064,ACC001064,CUST00787,BR013,savings,2025-09-11,active
1065,ACC001065,CUST01314,BR013,chequing,2025-09-12,active
1066,ACC001066,CUST00126,BR004,chequing,2025-09-23,active
1067,ACC001067,CUST00468,BR009,chequing,2024-01-16,closed
1068,ACC001068,CUST00608,BR014,chequing,2024-09-09,active
1069,ACC001069,CUST00665,BR012,savings,2024-01-06,active
1070,ACC001070,CUST00332,BR010,chequing,2024-11-11,active
1071,ACC001071,CUST01540,BR007,credit,2025-12-17,active
1072,ACC001072,CUST00303,BR015,savings,2024-01-16,active
1073,ACC001073,CUST01708,BR005,chequing,2025-07-07,active
1074,ACC001074,CUST00514,BR003,chequing,2025-07-01,active
1075,ACC001075,CUST00773,BR011,chequing,2023-10-22,active
1076,ACC001076,CUST00139,BR014,credit,2024-02-27,closed
1077,ACC001077,CUST00427,BR012,credit,2025-04-01,active
1078,ACC001078,CUST01417,BR003,savings,2023-09-14,active
1079,ACC001079,CUST01084,BR007,credit,2025-10-29,active
1080,ACC001080,CUST01244,BR001,savings,2023-03-03,active
1081,ACC001081,CUST01059,BR015,credit,2025-03-16,active
1082,ACC001082,CUST00479,BR003,chequing,2024-11-16,active
1083,ACC001083,CUST01593,BR004,savings,2023-01-13,active
1084,ACC001084,CUST00053,BR011,credit,2023-10-24,active
1085,ACC001085,CUST01184,BR007,credit,2023-06-21,dormant
1086,ACC001086,CUST00671,BR010,savings,2025-05-28,dormant
1087,ACC001087,CUST01591,BR001,savings,2024-01-28,active
1088,ACC001088,CUST01512,BR006,savings,2025-07-11,active
1089,ACC001089,CUST00971,BR009,credit,2025-08-06,active
1090,ACC001090,CUST00695,BR006,savings,2023-11-22,active
1091,ACC001091,CUST00158,BR010,credit,2023-02-26,active
1092,ACC001092,CUST01601,BR009,savings,2023-10-29,active
1093,ACC001093,CUST00977,BR004,savings,2023-09-24,active
1094,ACC001094,CUST00423,BR003,chequing,2023-12-27,active
1095,ACC001095,CUST01318,BR003,savings,2023-07-31,active
1096,ACC001096,CUST00154,BR014,savings,2025-01-29,active
1097,ACC001097,CUST01004,BR007,credit,2023-09-05,dormant
1098,ACC001098,CUST00219,BR007,chequing,2023-04-28,active
1099,ACC001099,CUST00323,BR010,credit,2025-01-31,active
1100,ACC001100,CUST00550,BR014,credit,2025-04-07,active
1101,ACC001101,CUST00477,BR001,savings,2023-12-26,closed
1102,ACC001102,CUST01712,BR007,credit,2023-01-17,active
1103,ACC001103,CUST01755,BR013,chequing,2024-01-19,active
1104,ACC001104,CUST00370,BR012,savings,2023-01-29,active
1105,ACC001105,CUST01824,BR005,chequing,2025-03-25,active
1106,ACC001106,CUST01698,BR002,chequing,2025-05-14,active
1107,ACC001107,CUST01779,BR002,savings,2025-08-09,closed
1108,ACC001108,CUST01556,BR001,chequing,2023-06-14,active
1109,ACC001109,CUST00398,BR008,chequing,2024-12-02,active
1110,ACC001110,CUST01928,BR001,savings,2024-02-11,active
1111,ACC001111,CUST00847,BR014,savings,2024-01-11,active
1112,ACC001112,CUST00573,BR007,credit,2024-04-03,closed
1113,ACC001113,CUST01768,BR013,savings,2023-11-24,active
1114,ACC001114,CUST01603,BR008,savings,2024-05-09,closed
1115,ACC001115,CUST00011,BR009,chequing,2023-03-08,active
1116,ACC001116,CUST01549,BR015,savings,2024-06-16,active
1117,ACC001117,CUST01805,BR006,credit,2024-10-27,active
1118,ACC001118,CUST01237,BR004,credit,2024-04-05,active
1119,ACC001119,CUST01436,BR003,savings,2024-01-05,active
1120,ACC001120,CUST00179,BR003,credit,2023-08-30,active
1121,ACC001121,CUST00456,BR006,credit,2023-04-08,active
1122,ACC001122,CUST01582,BR010,savings,2023-05-02,active
1123,ACC001123,CUST00882,BR012,savings,2025-07-15,active
1124,ACC001124,CUST00679,BR014,chequing,2025-07-18,closed
1125,ACC001125,CUST01133,BR011,savings,2024-12-29,dormant
1126,ACC001126,CUST01205,BR008,savings,2025-02-04,active
1127,ACC001127,CUST01481,BR001,credit,2025-06-09,active
1128,ACC001128,CUST00006,BR007,credit,2025-10-11,dormant
1129,ACC001129,CUST01544,BR007,chequing,2023-12-14,active
1130,ACC001130,CUST00021,BR011,credit,2023-07-31,active
1131,ACC001131,CUST01726,BR014,chequing,2023-04-06,active
1132,ACC001132,CUST01581,BR002,savings,2024-09-04,closed
1133,ACC001133,CUST00488,BR010,chequing,2024-07-26,active
1134,ACC001134,CUST01173,BR015,chequing,2024-04-06,active
1135,ACC001135,CUST00322,BR006,chequing,2024-05-21,active
1136,ACC001136,CUST00014,BR003,chequing,2025-01-02,active
1137,ACC001137,CUST00316,BR013,savings,2024-11-09,active
1138,ACC001138,CUST01994,BR001,chequing,2024-04-08,dormant
1139,ACC001139,CUST00581,BR006,credit,2023-03-10,active
1140,ACC001140,CUST00830,BR010,credit,2024-08-06,active
1141,ACC001141,CUST00427,BR010,chequing,2024-05-17,active
1142,ACC001142,CUST00333,BR005,chequing,2025-03-18,closed
1143,ACC001143,CUST01213,BR007,chequing,2023-01-15,active
1144,ACC001144,CUST00055,BR006,credit,2024-04-17,active
1145,ACC001145,CUST01704,BR013,savings,2024-07-07,active
1146,ACC001146,CUST01802,BR010,chequing,2025-06-28,active
1147,ACC001147,CUST01539,BR010,savings,2024-10-03,closed
1148,ACC001148,CUST01253,BR010,credit,2023-10-02,dormant
1149,ACC001149,CUST00242,BR003,chequing,2025-10-13,active
1150,ACC001150,CUST00155,BR008,savings,2024-09-24,active
1151,ACC001151,CUST00570,BR003,chequing,2023-01-31,active
1152,ACC001152,CUST01220,BR013,savings,2023-07-10,active
1153,ACC001153,CUST01847,BR008,savings,2023-07-20,active
1154,ACC001154,CUST00371,BR007,savings,2023-06-05,active
1155,ACC001155,CUST00205,BR008,savings,2024-04-20,active
1156,ACC001156,CUST00263,BR007,savings,2025-08-27,active
1157,ACC001157,CUST01368,BR014,credit,2025-03-27,active
1158,ACC001158,CUST00211,BR015,chequing,2023-02-22,closed
1159,ACC001159,CUST00872,BR002,savings,2024-04-13,active
1160,ACC001160,CUST01170,BR010,chequing,2025-12-27,closed
1161,ACC001161,CUST00646,BR014,chequing,2024-07-07,active
1162,ACC001162,CUST00341,BR012,chequing,2023-05-09,active
1163,ACC001163,CUST00472,BR014,savings,2024-12-27,active
1164,ACC001164,CUST00193,BR005,chequing,2023-10-13,active
1165,ACC001165,CUST01311,BR002,savings,2024-05-01,active
1166,ACC001166,CUST00102,BR009,savings,2025-09-20,closed
1167,ACC001167,CUST00945,BR011,chequing,2024-06-18,active
1168,ACC001168,CUST01995,BR003,savings,2024-05-29,closed
1169,ACC001169,CUST00315,BR002,credit,2024-04-28,active
1170,ACC001170,CUST00521,BR011,credit,2024-10-20,active
1171,ACC001171,CUST01106,BR013,chequing,2024-01-05,active
1172,ACC001172,CUST01985,BR001,savings,2025-09-16,active
1173,ACC001173,CUST00884,BR008,credit,2025-02-21,active
1174,ACC001174,CUST00407,BR004,chequing,2023-12-15,active
1175,ACC001175,CUST01144,BR007,savings,2023-07-15,active
1176,ACC001176,CUST01265,BR001,chequing,2024-11-27,active
1177,ACC001177,CUST01112,BR011,savings,2025-06-06,active
1178,ACC001178,CUST01810,BR009,savings,2025-10-28,active
1179,ACC001179,CUST00736,BR012,credit,2025-12-22,active
1180,ACC001180,CUST01514,BR009,chequing,2024-10-18,active
1181,ACC001181,CUST01456,BR013,savings,2023-10-04,active
1182,ACC001182,CUST00353,BR001,credit,2025-11-06,active
1183,ACC001183,CUST00988,BR003,credit,2023-12-11,active
1184,ACC001184,CUST01893,BR004,credit,2024-10-15,active
1185,ACC001185,CUST00165,BR013,credit,2025-03-13,active
1186,ACC001186,CUST00326,BR003,chequing,2024-12-18,active
1187,ACC001187,CUST00218,BR009,chequing,2024-12-23,active
1188,ACC001188,CUST01360,BR015,credit,2025-04-10,active
1189,ACC001189,CUST01809,BR005,savings,2023-12-19,active
1190,ACC001190,CUST00387,BR010,savings,2024-01-05,active
1191,ACC001191,CUST00186,BR014,chequing,2023-11-29,active
1192,ACC001192,CUST00561,BR002,savings,2023-12-25,active
1193,ACC001193,CUST01614,BR001,credit,2025-05-05,active
1194,ACC001194,CUST01703,BR012,savings,2023-03-23,active
1195,ACC001195,CUST00817,BR001,savings,2024-12-02,active
1196,ACC001196,CUST00108,BR010,savings,2025-05-31,active
1197,ACC001197,CUST00137,BR008,savings,2023-03-22,active
1198,ACC001198,CUST00475,BR010,chequing,2023-04-13,active
1199,ACC001199,CUST00173,BR010,chequing,2024-05-18,active
1200,ACC001200,CUST00412,BR009,credit,2023-12-30,active
1201,ACC001201,CUST00611,BR014,savings,2023-07-11,active
1202,ACC001202,CUST01213,BR004,savings,2023-01-12,active
1203,ACC001203,CUST00860,BR001,credit,2023-10-22,active
1204,ACC001204,CUST01350,BR001,savings,2025-03-30,active
1205,ACC001205,CUST00228,BR015,credit,2025-05-06,active
1206,ACC001206,CUST00113,BR008,savings,2023-09-23,active
1207,ACC001207,CUST00448,BR012,credit,2024-12-25,active
1208,ACC001208,CUST01173,BR006,chequing,2025-08-06,active
1209,ACC001209,CUST00556,BR007,chequing,2025-06-29,active
1210,ACC001210,CUST01350,BR003,chequing,2023-08-16,active
1211,ACC001211,CUST01777,BR015,chequing,2025-04-20,active
1212,ACC001212,CUST01317,BR015,credit,2024-06-14,active
1213,ACC001213,CUST00191,BR007,savings,2023-10-09,closed
1214,ACC001214,CUST01466,BR002,savings,2024-12-15,active
1215,ACC001215,CUST01674,BR005,chequing,2024-02-07,active
1216,ACC001216,CUST00951,BR008,credit,2025-03-06,active
1217,ACC001217,CUST00977,BR007,chequing,2025-05-14,closed
1218,ACC001218,CUST00427,BR013,savings,2024-08-21,active
1219,ACC001219,CUST01997,BR001,savings,2025-05-27,active
1220,ACC001220,CUST00970,BR006,savings,2023-07-24,active
1221,ACC001221,CUST00904,BR001,chequing,2025-10-09,active
1222,ACC001222,CUST01157,BR004,chequing,2024-09-05,active
1223,ACC001223,CUST00085,BR015,chequing,2024-08-10,active
1224,ACC001224,CUST00912,BR005,savings,2024-07-01,active
1225,ACC001225,CUST01017,BR003,chequing,2024-07-04,active
1226,ACC001226,CUST01600,BR006,chequing,2025-10-23,active
1227,ACC001227,CUST01173,BR005,savings,2023-01-23,active
1228,ACC001228,CUST01791,BR005,credit,2025-01-27,active
1229,ACC001229,CUST00776,BR014,chequing,2025-05-06,active
1230,ACC001230,CUST00085,BR005,credit,2025-08-15,active
1231,ACC001231,CUST01057,BR007,credit,2024-06-29,active
1232,ACC001232,CUST00025,BR001,credit,2024-11-25,active
1233,ACC001233,CUST01791,BR006,credit,2024-10-02,active
1234,ACC001234,CUST01933,BR005,chequing,2023-07-07,active
1235,ACC001235,CUST00571,BR004,savings,2023-02-02,active
1236,ACC001236,CUST00067,BR010,chequing,2025-09-03,active
1237,ACC001237,CUST00537,BR011,savings,2023-04-13,active
1238,ACC001238,CUST01734,BR011,credit,2025-04-20,active
1239,ACC001239,CUST00602,BR004,savings,2025-10-31,dormant
1240,ACC001240,CUST01071,BR005,savings,2024-03-10,active
1241,ACC001241,CUST00812,BR012,savings,2023-06-18,active
1242,ACC001242,CUST00925,BR014,credit,2024-12-20,closed
1243,ACC001243,CUST00526,BR015,savings,2025-08-15,active
1244,ACC001244,CUST01796,BR007,chequing,2025-04-07,active
1245,ACC001245,CUST01658,BR015,chequing,2025-01-23,active
1246,ACC001246,CUST01807,BR012,chequing,2025-11-29,active
1247,ACC001247,CUST01060,BR012,credit,2023-03-10,closed
1248,ACC001248,CUST00306,BR008,savings,2023-12-08,active
1249,ACC001249,CUST00226,BR001,credit,2024-09-22,active
1250,ACC001250,CUST01429,BR008,credit,2025-02-27,active
1251,ACC001251,CUST02000,BR004,savings,2025-04-23,active
1252,ACC001252,CUST00878,BR001,savings,2023-03-16,active
1253,ACC001253,CUST00508,BR008,savings,2025-05-20,active
1254,ACC001254,CUST00504,BR004,chequing,2025-03-22,active
1255,ACC001255,CUST00902,BR011,chequing,2023-02-15,active
1256,ACC001256,CUST00965,BR012,chequing,2023-10-05,active
1257,ACC001257,CUST00376,BR007,savings,2025-08-31,closed
1258,ACC001258,CUST01316,BR005,chequing,2023-02-03,active
1259,ACC001259,CUST00926,BR009,credit,2025-11-04,active
